Year,GR_G14_GDP,GR_G14_XDC
2012.0,11.685218148847499,45681.26322106
2013.0,11.7673604255714,48997.314249
2014.0,12.0577382996211,53937.43773439
2015.0,11.4936873618313,54712.57481671
2016.0,11.777089491493001,59121.18992890001
2017.0,11.7133137529715,61635.50452419
2018.0,11.714084309034199,64402.86142840001
2019.0,11.682580190469404,68975.9192723
2020.0,,
2021.0,,
