Year,EN_ATM_CO2,EN_ATM_CO2GDP
2012.0,11.029000000000002,0.0983
2013.0,11.854,0.10188
2014.0,12.59,0.10361
2015.0,14.985,0.11846
2016.0,16.101,0.12397
2017.0,15.15,0.11323
2018.0,16.855999999999998,0.12205
2019.0,,
2020.0,,
2021.0,,
