Year,ER_RSK_LST
2012.0,0.72848
2013.0,0.72695
2014.0,0.7257600000000001
2015.0,0.7240800000000001
2016.0,0.7219800000000001
2017.0,0.72115
2018.0,0.72014
2019.0,0.71813
2020.0,0.71678
2021.0,0.71522
