UniqueID,TimePeriod,SL_TLF_NEET BOTHSEX                 15-24       ,SL_TLF_NEET FEMALE                 15-24       ,SL_TLF_NEET MALE                 15-24       
TimePeriod,1.0,0.7396364589199331,0.8629633066811018,0.19897779788424813
SL_TLF_NEET BOTHSEX                 15-24       ,0.7396364589199331,1.0,0.9129027256391677,0.7465207513156096
SL_TLF_NEET FEMALE                 15-24       ,0.8629633066811018,0.9129027256391677,1.0,0.4183617256882169
SL_TLF_NEET MALE                 15-24       ,0.19897779788424813,0.7465207513156096,0.4183617256882169,1.0
