,UniqueID,Goal,Target,Indicator,SeriesCode
3147,SG_INT_MBRDEV                         ECOSOC,10.0,10.6,10.6.1,SG_INT_MBRDEV
3148,SG_INT_MBRDEV                         UNGA,10.0,10.6,10.6.1,SG_INT_MBRDEV
3149,SG_INT_MBRDEV                         IABD,10.0,10.6,10.6.1,SG_INT_MBRDEV
3150,SG_INT_MBRDEV                         WTO,10.0,10.6,10.6.1,SG_INT_MBRDEV
3151,SG_INT_MBRDEV                         IMF,10.0,10.6,10.6.1,SG_INT_MBRDEV
3152,SG_INT_MBRDEV                         IFC,10.0,10.6,10.6.1,SG_INT_MBRDEV
3153,SG_INT_MBRDEV                         IBRD,10.0,10.6,10.6.1,SG_INT_MBRDEV
3154,SG_INT_MBRDEV                         IABD,10.0,10.6,10.6.1,SG_INT_MBRDEV
3155,SG_INT_MBRDEV                         IMF,10.0,10.6,10.6.1,SG_INT_MBRDEV
3156,SG_INT_MBRDEV                         WTO,10.0,10.6,10.6.1,SG_INT_MBRDEV
3157,SG_INT_MBRDEV                         UNGA,10.0,10.6,10.6.1,SG_INT_MBRDEV
3158,SG_INT_MBRDEV                         ECOSOC,10.0,10.6,10.6.1,SG_INT_MBRDEV
3159,SG_INT_MBRDEV                         IFC,10.0,10.6,10.6.1,SG_INT_MBRDEV
3160,SG_INT_MBRDEV                         IBRD,10.0,10.6,10.6.1,SG_INT_MBRDEV
3161,SG_INT_MBRDEV                         IFC,10.0,10.6,10.6.1,SG_INT_MBRDEV
3162,SG_INT_MBRDEV                         WTO,10.0,10.6,10.6.1,SG_INT_MBRDEV
3163,SG_INT_MBRDEV                         UNGA,10.0,10.6,10.6.1,SG_INT_MBRDEV
3164,SG_INT_MBRDEV                         IABD,10.0,10.6,10.6.1,SG_INT_MBRDEV
3165,SG_INT_MBRDEV                         IMF,10.0,10.6,10.6.1,SG_INT_MBRDEV
3166,SG_INT_MBRDEV                         IBRD,10.0,10.6,10.6.1,SG_INT_MBRDEV
3167,SG_INT_MBRDEV                         WTO,10.0,10.6,10.6.1,SG_INT_MBRDEV
3168,SG_INT_MBRDEV                         IFC,10.0,10.6,10.6.1,SG_INT_MBRDEV
3169,SG_INT_MBRDEV                         UNGA,10.0,10.6,10.6.1,SG_INT_MBRDEV
3170,SG_INT_MBRDEV                         IBRD,10.0,10.6,10.6.1,SG_INT_MBRDEV
3171,SG_INT_MBRDEV                         IMF,10.0,10.6,10.6.1,SG_INT_MBRDEV
3172,SG_INT_MBRDEV                         IABD,10.0,10.6,10.6.1,SG_INT_MBRDEV
3173,SG_INT_MBRDEV                         UNGA,10.0,10.6,10.6.1,SG_INT_MBRDEV
3174,SG_INT_MBRDEV                         IABD,10.0,10.6,10.6.1,SG_INT_MBRDEV
3175,SG_INT_MBRDEV                         IMF,10.0,10.6,10.6.1,SG_INT_MBRDEV
3176,SG_INT_MBRDEV                         IBRD,10.0,10.6,10.6.1,SG_INT_MBRDEV
