,UniqueID,Goal,Target,Indicator,SeriesCode
555,AG_PRD_ORTIND              A           ,2.0,2.a,2.a.1,AG_PRD_ORTIND
556,AG_PRD_ORTIND              A           ,2.0,2.a,2.a.1,AG_PRD_ORTIND
557,AG_PRD_ORTIND              A           ,2.0,2.a,2.a.1,AG_PRD_ORTIND
558,AG_PRD_ORTIND              A           ,2.0,2.a,2.a.1,AG_PRD_ORTIND
559,AG_PRD_ORTIND              A           ,2.0,2.a,2.a.1,AG_PRD_ORTIND
560,AG_PRD_ORTIND              A           ,2.0,2.a,2.a.1,AG_PRD_ORTIND
561,AG_PRD_ORTIND              A           ,2.0,2.a,2.a.1,AG_PRD_ORTIND
562,AG_PRD_ORTIND              A           ,2.0,2.a,2.a.1,AG_PRD_ORTIND
571,AG_PRD_AGVAS              A           ,2.0,2.a,2.a.1,AG_PRD_AGVAS
572,AG_PRD_AGVAS              A           ,2.0,2.a,2.a.1,AG_PRD_AGVAS
573,AG_PRD_AGVAS              A           ,2.0,2.a,2.a.1,AG_PRD_AGVAS
574,AG_PRD_AGVAS              A           ,2.0,2.a,2.a.1,AG_PRD_AGVAS
575,AG_PRD_AGVAS              A           ,2.0,2.a,2.a.1,AG_PRD_AGVAS
576,AG_PRD_AGVAS              A           ,2.0,2.a,2.a.1,AG_PRD_AGVAS
577,AG_PRD_AGVAS              A           ,2.0,2.a,2.a.1,AG_PRD_AGVAS
578,AG_PRD_AGVAS              A           ,2.0,2.a,2.a.1,AG_PRD_AGVAS
579,AG_XPD_AGSGB              A           ,2.0,2.a,2.a.1,AG_XPD_AGSGB
580,AG_XPD_AGSGB              A           ,2.0,2.a,2.a.1,AG_XPD_AGSGB
581,AG_XPD_AGSGB              A           ,2.0,2.a,2.a.1,AG_XPD_AGSGB
582,AG_XPD_AGSGB              A           ,2.0,2.a,2.a.1,AG_XPD_AGSGB
583,AG_XPD_AGSGB              A           ,2.0,2.a,2.a.1,AG_XPD_AGSGB
584,AG_XPD_AGSGB              A           ,2.0,2.a,2.a.1,AG_XPD_AGSGB
585,AG_XPD_AGSGB              A           ,2.0,2.a,2.a.1,AG_XPD_AGSGB
586,AG_XPD_AGSGB              A           ,2.0,2.a,2.a.1,AG_XPD_AGSGB
