,UniqueID,Goal,Target,Indicator,SeriesCode
4448,TM_TAX_DMFN             IND            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4449,TM_TAX_DMFN             CLO            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4450,TM_TAX_DMFN             TEX            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4451,TM_TAX_DMFN             OIL            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4452,TM_TAX_DMFN             ALP            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4453,TM_TAX_DMFN             AGR            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4454,TM_TAX_DMFN             ARM            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4455,TM_TAX_DMFN             ALP            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4456,TM_TAX_DMFN             AGR            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4457,TM_TAX_DMFN             ARM            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4458,TM_TAX_DMFN             OIL            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4459,TM_TAX_DMFN             IND            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4460,TM_TAX_DMFN             CLO            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4461,TM_TAX_DMFN             TEX            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4462,TM_TAX_DMFN             AGR            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4463,TM_TAX_DMFN             OIL            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4464,TM_TAX_DMFN             IND            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4465,TM_TAX_DMFN             ALP            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4466,TM_TAX_DMFN             CLO            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4467,TM_TAX_DMFN             ARM            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4468,TM_TAX_DMFN             TEX            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4469,TM_TAX_DMFN             AGR            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4470,TM_TAX_DMFN             ALP            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4471,TM_TAX_DMFN             ARM            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4472,TM_TAX_DMFN             TEX            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4473,TM_TAX_DMFN             OIL            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4474,TM_TAX_DMFN             IND            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4475,TM_TAX_DMFN             CLO            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4476,TM_TAX_DMFN             TEX            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4477,TM_TAX_DMFN             ARM            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4478,TM_TAX_DMFN             AGR            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4479,TM_TAX_DMFN             OIL            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4480,TM_TAX_DMFN             ALP            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4481,TM_TAX_DMFN             IND            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4482,TM_TAX_DMFN             CLO            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4483,TM_TAX_DMFN             CLO            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4484,TM_TAX_DMFN             ARM            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4485,TM_TAX_DMFN             AGR            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4486,TM_TAX_DMFN             ALP            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4487,TM_TAX_DMFN             TEX            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4488,TM_TAX_DMFN             OIL            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4489,TM_TAX_DMFN             IND            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4490,TM_TAX_DMFN             AGR            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4491,TM_TAX_DMFN             IND            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4492,TM_TAX_DMFN             OIL            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4493,TM_TAX_DMFN             TEX            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4494,TM_TAX_DMFN             CLO            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4495,TM_TAX_DMFN             ARM            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4496,TM_TAX_DMFN             ALP            ,17.0,17.12,17.12.1,TM_TAX_DMFN
4497,TM_TAX_DMFN             ARM            ,17.0,17.12,17.12.1,TM_TAX_DMFN
