UniqueID,TimePeriod,ER_MTN_GRNCVI   2           A           ,ER_MTN_GRNCVI   3           A           ,ER_MTN_GRNCVI   4           A           ,ER_MTN_GRNCVI   5           A           ,ER_MTN_GRNCVI   6           A           ,ER_MTN_GRNCVI   ALL           A           
TimePeriod,1.0,-0.9999999999999637,-1.0000000000002829,-1.0,-1.0,-1.000000000006288,-0.9999999999999999
ER_MTN_GRNCVI   2           A           ,-0.9999999999999637,1.0,1.000000000000319,1.0000000000000362,1.0000000000000362,1.0000000000063243,1.0000000000000362
ER_MTN_GRNCVI   3           A           ,-1.0000000000002829,1.000000000000319,1.0,0.999999999999717,0.9999999999997171,1.0000000000060052,0.999999999999717
ER_MTN_GRNCVI   4           A           ,-1.0,1.0000000000000362,0.999999999999717,1.0,1.0,1.000000000006288,0.9999999999999998
ER_MTN_GRNCVI   5           A           ,-1.0,1.0000000000000362,0.9999999999997171,1.0,1.0,1.0000000000062879,1.0
ER_MTN_GRNCVI   6           A           ,-1.000000000006288,1.0000000000063243,1.0000000000060052,1.000000000006288,1.0000000000062879,1.0,0.999999999993712
ER_MTN_GRNCVI   ALL           A           ,-0.9999999999999999,1.0000000000000362,0.999999999999717,0.9999999999999998,1.0,0.999999999993712,1.0
