UniqueID,TimePeriod,ER_FFS_CMPT                         ,ER_FFS_CMPT_GDP                         ,ER_FFS_CMPT_PC                         
TimePeriod,1.0,0.9923744136087232,0.9481982371413462,0.9808873798380369
ER_FFS_CMPT                         ,0.9923744136087232,1.0,0.980061027246821,0.9973909250818423
ER_FFS_CMPT_GDP                         ,0.9481982371413462,0.980061027246821,1.0,0.991787159548122
ER_FFS_CMPT_PC                         ,0.9808873798380369,0.9973909250818423,0.991787159548122,1.0
