UniqueID,TimePeriod,SH_LGR_ACSRHEC1                         ,SH_LGR_ACSRHEC10                         ,SH_LGR_ACSRHEC11                         ,SH_LGR_ACSRHEC12                         ,SH_LGR_ACSRHEC13                         ,SH_LGR_ACSRHEC2                         ,SH_LGR_ACSRHEC4                         ,SH_LGR_ACSRHEC5                         ,SH_LGR_ACSRHEC6                         ,SH_LGR_ACSRHEC7                         ,SH_LGR_ACSRHEC8                         ,SH_LGR_ACSRHEC9                         ,SH_LGR_ACSRHES2                         ,SH_LGR_ACSRHES3                         ,SH_LGR_ACSRHES4                         
TimePeriod,,,,,,,,,,,,,,,,
SH_LGR_ACSRHEC1                         ,,,,,,,,,,,,,,,,
SH_LGR_ACSRHEC10                         ,,,,,,,,,,,,,,,,
SH_LGR_ACSRHEC11                         ,,,,,,,,,,,,,,,,
SH_LGR_ACSRHEC12                         ,,,,,,,,,,,,,,,,
SH_LGR_ACSRHEC13                         ,,,,,,,,,,,,,,,,
SH_LGR_ACSRHEC2                         ,,,,,,,,,,,,,,,,
SH_LGR_ACSRHEC4                         ,,,,,,,,,,,,,,,,
SH_LGR_ACSRHEC5                         ,,,,,,,,,,,,,,,,
SH_LGR_ACSRHEC6                         ,,,,,,,,,,,,,,,,
SH_LGR_ACSRHEC7                         ,,,,,,,,,,,,,,,,
SH_LGR_ACSRHEC8                         ,,,,,,,,,,,,,,,,
SH_LGR_ACSRHEC9                         ,,,,,,,,,,,,,,,,
SH_LGR_ACSRHES2                         ,,,,,,,,,,,,,,,,
SH_LGR_ACSRHES3                         ,,,,,,,,,,,,,,,,
SH_LGR_ACSRHES4                         ,,,,,,,,,,,,,,,,
