UniqueID,TimePeriod,SH_DYN_NMRT BOTHSEX                 <1M       ,SH_DYN_NMRTN BOTHSEX                 <1M       
TimePeriod,1.0,-0.9992021720236498,-0.9990388093149601
SH_DYN_NMRT BOTHSEX                 <1M       ,-0.9992021720236498,1.0,0.9988047723140909
SH_DYN_NMRTN BOTHSEX                 <1M       ,-0.9990388093149601,0.9988047723140909,1.0
