UniqueID,ER_CBD_ABSCLRHS                         ,ER_CBD_NAGOYA                         ,ER_CBD_ORSPGRFA                         ,ER_CBD_PTYPGRFA                         ,ER_CBD_SMTA                         
ER_CBD_ABSCLRHS                         ,,,,,
ER_CBD_NAGOYA                         ,,,,,
ER_CBD_ORSPGRFA                         ,,,1.0,,0.9279913969358149
ER_CBD_PTYPGRFA                         ,,,,,
ER_CBD_SMTA                         ,,,0.9279913969358149,,1.0
