UniqueID,TimePeriod,NV_IND_MANF                     ISIC4_C    ,NV_IND_MANFPC                     ISIC4_C    ,NV_IND_MANF_CD                     ISIC4_C    
TimePeriod,1.0,-0.13326425125672936,0.9800363216071579,-0.8762674335186735
NV_IND_MANF                     ISIC4_C    ,-0.13326425125672936,1.0,-0.3222300383254678,0.8266377622182007
NV_IND_MANFPC                     ISIC4_C    ,0.9800363216071579,-0.3222300383254678,1.0,-0.8655385920953687
NV_IND_MANF_CD                     ISIC4_C    ,-0.8762674335186735,0.8266377622182007,-0.8655385920953687,1.0
