UniqueID,TimePeriod,ER_FFS_CMPT                         ,ER_FFS_CMPT_GDP                         ,ER_FFS_CMPT_PC                         
TimePeriod,1.0,0.9923744136087234,0.9481982371413463,0.980887379838037
ER_FFS_CMPT                         ,0.9923744136087234,1.0,0.9800610272468213,0.9973909250818421
ER_FFS_CMPT_GDP                         ,0.9481982371413463,0.9800610272468213,1.0,0.9917871595481218
ER_FFS_CMPT_PC                         ,0.980887379838037,0.9973909250818421,0.9917871595481218,1.0
