,UniqueID,Goal,Target,Indicator,SeriesCode
2273,FB_ATM_TOTL              A    15+       ,8.0,8.10,8.10.1,FB_ATM_TOTL
2274,FB_ATM_TOTL              A    15+       ,8.0,8.10,8.10.1,FB_ATM_TOTL
2275,FB_ATM_TOTL              A    15+       ,8.0,8.10,8.10.1,FB_ATM_TOTL
2276,FB_ATM_TOTL              A    15+       ,8.0,8.10,8.10.1,FB_ATM_TOTL
2277,FB_ATM_TOTL              A    15+       ,8.0,8.10,8.10.1,FB_ATM_TOTL
2278,FB_ATM_TOTL              A    15+       ,8.0,8.10,8.10.1,FB_ATM_TOTL
2279,FB_ATM_TOTL              A    15+       ,8.0,8.10,8.10.1,FB_ATM_TOTL
2280,FB_ATM_TOTL              A    15+       ,8.0,8.10,8.10.1,FB_ATM_TOTL
2287,FB_CBK_BRCH              A    15+       ,8.0,8.10,8.10.1,FB_CBK_BRCH
2288,FB_CBK_BRCH              A    15+       ,8.0,8.10,8.10.1,FB_CBK_BRCH
2289,FB_CBK_BRCH              A    15+       ,8.0,8.10,8.10.1,FB_CBK_BRCH
2290,FB_CBK_BRCH              A    15+       ,8.0,8.10,8.10.1,FB_CBK_BRCH
2291,FB_CBK_BRCH              A    15+       ,8.0,8.10,8.10.1,FB_CBK_BRCH
2292,FB_CBK_BRCH              A    15+       ,8.0,8.10,8.10.1,FB_CBK_BRCH
2293,FB_CBK_BRCH              A    15+       ,8.0,8.10,8.10.1,FB_CBK_BRCH
2294,FB_CBK_BRCH              A    15+       ,8.0,8.10,8.10.1,FB_CBK_BRCH
