UniqueID,TimePeriod,GR_G14_GDP              A           ,GR_G14_XDC              A           
TimePeriod,1.0,-0.19286428255281066,0.9947786452431039
GR_G14_GDP              A           ,-0.19286428255281066,1.0,-0.1080062979452105
GR_G14_XDC              A           ,0.9947786452431039,-0.1080062979452105,1.0
