UniqueID,TimePeriod,SE_ADT_EDUCTRN BOTHSEX                        ,SE_ADT_EDUCTRN FEMALE                        ,SE_ADT_EDUCTRN MALE                        
TimePeriod,1.0,-0.8834230497852783,-0.7074702831016882,-0.9829780093277902
SE_ADT_EDUCTRN BOTHSEX                        ,-0.8834230497852783,1.0,0.9547807500271719,0.9403929306845074
SE_ADT_EDUCTRN FEMALE                        ,-0.7074702831016882,0.9547807500271719,1.0,0.7970983401589405
SE_ADT_EDUCTRN MALE                        ,-0.9829780093277902,0.9403929306845074,0.7970983401589405,1.0
