UniqueID,SP_ACS_BSRVH2O          ALLAREA               ,SP_ACS_BSRVH2O          RURAL               ,SP_ACS_BSRVH2O          URBAN               ,SP_ACS_BSRVSAN          ALLAREA               ,SP_ACS_BSRVSAN          RURAL               ,SP_ACS_BSRVSAN          URBAN               
SP_ACS_BSRVH2O          ALLAREA               ,1.0,0.9675356942733921,0.7801894976054939,0.9116071895198007,0.9028938981432691,-0.51604684654214
SP_ACS_BSRVH2O          RURAL               ,0.9675356942733921,1.0,0.7789240586062484,0.9249945801257605,0.9298956298171,-0.5152098373193084
SP_ACS_BSRVH2O          URBAN               ,0.7801894976054939,0.7789240586062484,1.0,0.8058229640253805,0.6943650748294137,-0.6614378277661477
SP_ACS_BSRVSAN          ALLAREA               ,0.9116071895198007,0.9249945801257605,0.8058229640253805,1.0,0.9139076937674138,-0.533001790889026
SP_ACS_BSRVSAN          RURAL               ,0.9028938981432691,0.9298956298171,0.6943650748294137,0.9139076937674138,1.0,-0.6123724356957945
SP_ACS_BSRVSAN          URBAN               ,-0.51604684654214,-0.5152098373193084,-0.6614378277661477,-0.533001790889026,-0.6123724356957945,1.0
