UniqueID,TimePeriod,IT_NET_BBND      ANYS                   ,IT_NET_BBNDN      ANYS                   
TimePeriod,1.0,0.9607405050796722,0.9776845880026761
IT_NET_BBND      ANYS                   ,0.9607405050796722,1.0,0.9975397685032659
IT_NET_BBNDN      ANYS                   ,0.9776845880026761,0.9975397685032659,1.0
