,UniqueID,Goal,Target,Indicator,SeriesCode
2025,ER_H2O_WUEYST                     ISIC4_GTT    ,6.0,6.4,6.4.1,ER_H2O_WUEYST
2026,ER_H2O_WUEYST                     TOTAL    ,6.0,6.4,6.4.1,ER_H2O_WUEYST
2027,ER_H2O_WUEYST                     INDUSTRIES    ,6.0,6.4,6.4.1,ER_H2O_WUEYST
2028,ER_H2O_WUEYST                     ISIC4_A01_A0210_A0322    ,6.0,6.4,6.4.1,ER_H2O_WUEYST
2029,ER_H2O_WUEYST                     ISIC4_A01_A0210_A0322    ,6.0,6.4,6.4.1,ER_H2O_WUEYST
2030,ER_H2O_WUEYST                     INDUSTRIES    ,6.0,6.4,6.4.1,ER_H2O_WUEYST
2031,ER_H2O_WUEYST                     TOTAL    ,6.0,6.4,6.4.1,ER_H2O_WUEYST
2032,ER_H2O_WUEYST                     ISIC4_GTT    ,6.0,6.4,6.4.1,ER_H2O_WUEYST
2033,ER_H2O_WUEYST                     ISIC4_GTT    ,6.0,6.4,6.4.1,ER_H2O_WUEYST
2034,ER_H2O_WUEYST                     TOTAL    ,6.0,6.4,6.4.1,ER_H2O_WUEYST
2035,ER_H2O_WUEYST                     INDUSTRIES    ,6.0,6.4,6.4.1,ER_H2O_WUEYST
2036,ER_H2O_WUEYST                     ISIC4_A01_A0210_A0322    ,6.0,6.4,6.4.1,ER_H2O_WUEYST
2037,ER_H2O_WUEYST                     ISIC4_A01_A0210_A0322    ,6.0,6.4,6.4.1,ER_H2O_WUEYST
2038,ER_H2O_WUEYST                     INDUSTRIES    ,6.0,6.4,6.4.1,ER_H2O_WUEYST
2039,ER_H2O_WUEYST                     TOTAL    ,6.0,6.4,6.4.1,ER_H2O_WUEYST
2040,ER_H2O_WUEYST                     ISIC4_GTT    ,6.0,6.4,6.4.1,ER_H2O_WUEYST
2041,ER_H2O_WUEYST                     ISIC4_GTT    ,6.0,6.4,6.4.1,ER_H2O_WUEYST
2042,ER_H2O_WUEYST                     TOTAL    ,6.0,6.4,6.4.1,ER_H2O_WUEYST
2043,ER_H2O_WUEYST                     INDUSTRIES    ,6.0,6.4,6.4.1,ER_H2O_WUEYST
2044,ER_H2O_WUEYST                     ISIC4_A01_A0210_A0322    ,6.0,6.4,6.4.1,ER_H2O_WUEYST
2045,ER_H2O_WUEYST                     ISIC4_A01_A0210_A0322    ,6.0,6.4,6.4.1,ER_H2O_WUEYST
2046,ER_H2O_WUEYST                     INDUSTRIES    ,6.0,6.4,6.4.1,ER_H2O_WUEYST
2047,ER_H2O_WUEYST                     TOTAL    ,6.0,6.4,6.4.1,ER_H2O_WUEYST
2048,ER_H2O_WUEYST                     ISIC4_GTT    ,6.0,6.4,6.4.1,ER_H2O_WUEYST
2049,ER_H2O_WUEYST                     ISIC4_GTT    ,6.0,6.4,6.4.1,ER_H2O_WUEYST
2050,ER_H2O_WUEYST                     TOTAL    ,6.0,6.4,6.4.1,ER_H2O_WUEYST
2051,ER_H2O_WUEYST                     INDUSTRIES    ,6.0,6.4,6.4.1,ER_H2O_WUEYST
2052,ER_H2O_WUEYST                     ISIC4_A01_A0210_A0322    ,6.0,6.4,6.4.1,ER_H2O_WUEYST
