UniqueID,TimePeriod,SL_EMP_EARN BOTHSEX              isco08          ,SL_EMP_EARN BOTHSEX              isco08-0          ,SL_EMP_EARN BOTHSEX              isco08-1          ,SL_EMP_EARN BOTHSEX              isco08-2          ,SL_EMP_EARN BOTHSEX              isco08-3          ,SL_EMP_EARN BOTHSEX              isco08-4          ,SL_EMP_EARN BOTHSEX              isco08-5          ,SL_EMP_EARN BOTHSEX              isco08-6          ,SL_EMP_EARN BOTHSEX              isco08-7          ,SL_EMP_EARN BOTHSEX              isco08-8          ,SL_EMP_EARN BOTHSEX              isco08-9          ,SL_EMP_EARN FEMALE              isco08          ,SL_EMP_EARN FEMALE              isco08-1          ,SL_EMP_EARN FEMALE              isco08-2          ,SL_EMP_EARN FEMALE              isco08-3          ,SL_EMP_EARN FEMALE              isco08-4          ,SL_EMP_EARN FEMALE              isco08-5          ,SL_EMP_EARN FEMALE              isco08-6          ,SL_EMP_EARN FEMALE              isco08-7          ,SL_EMP_EARN FEMALE              isco08-8          ,SL_EMP_EARN FEMALE              isco08-9          ,SL_EMP_EARN MALE              isco08          ,SL_EMP_EARN MALE              isco08-0          ,SL_EMP_EARN MALE              isco08-1          ,SL_EMP_EARN MALE              isco08-2          ,SL_EMP_EARN MALE              isco08-3          ,SL_EMP_EARN MALE              isco08-4          ,SL_EMP_EARN MALE              isco08-5          ,SL_EMP_EARN MALE              isco08-6          ,SL_EMP_EARN MALE              isco08-7          ,SL_EMP_EARN MALE              isco08-8          ,SL_EMP_EARN MALE              isco08-9          
SL_EMP_EARN BOTHSEX              isco08-8          ,0.9501106952061511,0.8921756257285279,0.44318676016001146,-0.6187354223742625,0.9042401403010101,-0.45798284181787724,0.970754992901255,0.926199722900306,0.5976518011685763,-0.28250927923693053,1.0,0.4770063101999834,0.920170956500643,-0.10712373978156578,0.9363951944742138,-0.7102024805627395,0.9790704956136177,0.47903130453584963,0.6093551432815609,0.4036412281218656,0.8844216100557901,0.5223110117647186,0.7724990556854612,0.4431867601600111,-0.8863068639389304,0.8174514896872481,-0.07491553672479075,0.8601994286284546,0.9672940293227995,0.5670914967468514,-0.19251429161693914,0.9843664930211748,0.373771793925922
SL_EMP_EARN BOTHSEX              isco08-9          ,0.20164519503774422,0.6368427278155211,0.20951844273900797,0.037291426386984024,0.1331061765100204,-0.7412208655568836,0.4836393588437417,0.5132949211879413,0.4868512402181044,-0.151382418341315,0.4770063101999834,1.0,0.5374507227332456,0.501234724390324,0.19267879323369524,-0.6038714794451029,0.5047831512459808,0.6289533273652059,-0.6506176282076714,0.7806208197021185,0.7318764673245689,0.9882037707421888,0.5769681460135888,0.20951844273900788,-0.47450811811221494,0.04369073868479032,-0.6309229290562551,0.4124991491936012,0.4122631125201129,0.6508162198500634,0.07849028571606387,0.3481708800301688,0.9905418202170222
SL_EMP_EARN FEMALE              isco08          ,0.7959678751489879,0.8942659745599323,0.8112134987049283,-0.4480455199730334,0.7481649801681612,-0.7298637184505588,0.9256360538595465,0.9564922980726831,0.4946242283254912,-0.43440172219681883,0.920170956500643,0.5374507227332456,1.0,0.2132057816427541,0.8274101710894863,-0.8779566311698197,0.8664492701112367,0.6932673518175865,0.21522323397308177,0.6452843391712396,0.921680922034081,0.5930982559930861,0.6855739146749701,0.8112134987049263,-0.9035200743315696,0.5900149319780741,-0.4161609637950494,0.8774496988234569,0.9107320252400212,0.48231760589144335,-0.33874754887985364,0.8516071525062237,0.44870697838890694
SL_EMP_EARN FEMALE              isco08-1          ,-0.35552714976803046,0.24953385924745944,0.16376455836576692,0.7118257656921423,-0.46922832767990535,-0.7804052849706056,0.02600745028203455,0.014042330134267965,-0.502173632092733,0.06620414231050284,-0.10712373978156578,0.501234724390324,0.2132057816427541,1.0,-0.35852528481443663,-0.6023449021621484,-0.21690538892647848,0.43273419428533877,-0.9132966667507995,0.8376110980341277,0.16341514556779693,0.4992871268648859,0.17300640383513782,0.16376455836576706,0.07407526283359063,-0.6229309084892515,-0.8422920348457241,0.21476745521390259,-0.1901434892358451,-0.35714644163557074,0.16295908267955592,-0.2446128381516673,0.5635225913438733
SL_EMP_EARN FEMALE              isco08-2          ,0.9713217997372229,0.7421464673311746,0.06330651020235947,-0.8137207942232917,0.9907636848946884,-0.226415872759102,0.8919364254145665,0.8720003023805651,0.5215365394019658,-0.37464750868953367,0.9363951944742138,0.19267879323369524,0.8274101710894863,-0.35852528481443663,1.0,-0.5112935487081448,0.9335917902791493,0.33624714539010525,0.8146963864534486,0.14996602442786386,0.7431357728343427,0.23465690051690086,0.6087750127888225,0.06330651020236029,-0.892206855768749,0.9346043559624378,0.11834641544643967,0.7644637208791291,0.9669106797351354,0.3915504021857959,-0.3463219378623972,0.9579057759742314,0.08046833180480074
SL_EMP_EARN FEMALE              isco08-3          ,-0.5307944299207868,-0.8773125147256335,-0.8735720914759064,-0.024353001181215236,-0.4079409870711784,0.8668589642578259,-0.7982853217732856,-0.7176038610534985,0.4630750050693448,0.12547400067523862,-0.7102024805627395,-0.6038714794451029,-0.8779566311698197,-0.6023449021621484,-0.5112935487081448,1.0,-0.5903844966298192,-0.6089998464917926,0.6259001435388422,-0.8690680432558213,-0.7510454273914743,-0.6423991539615075,-0.7334777154601584,-0.8735720914759049,0.6208445993545806,-0.22903825616017345,0.5872024729795877,-0.8760973084637742,-0.6198745549303449,0.296282374174266,0.01945668378579115,-0.617943844501874,-0.5658358179515455
SL_EMP_EARN FEMALE              isco08-4          ,0.9286503948271431,0.823765263710804,0.34115013090301205,-0.7194554782539526,0.9148604925553725,-0.3907514037672002,0.9165079811523803,0.9247522204851454,0.7744081497696542,-0.3676113997294077,0.9790704956136177,0.5047831512459808,0.8664492701112367,-0.21690538892647848,0.9335917902791493,-0.5903844966298192,1.0,0.49361872710638505,0.5659632952210629,0.31982372432311595,0.8950991188332799,0.5449995579285186,0.7009468545834757,0.34115013090301305,-0.9086144765559397,0.8492471807837495,-0.04324108371293437,0.7536238500320458,0.9756966750413889,0.7348095929555509,-0.26405742993764275,0.9629644069509637,0.39667311269658767
SL_EMP_EARN FEMALE              isco08-5          ,0.25207492530306536,0.4148667097687326,0.6305354979329995,-0.18472571923979478,0.2291940596299053,-0.8450785800869217,0.4001563698671355,0.7470251544348747,0.498373721446486,-0.7627020423494283,0.47903130453584963,0.6289533273652059,0.6932673518175865,0.43273419428533877,0.33624714539010525,-0.6089998464917926,0.49361872710638505,1.0,-0.5166869294111034,0.6179587458824234,0.8091176109601649,0.715059404477244,0.11041365352175304,0.6305354979329995,-0.6289627703651114,0.03800911676587246,-0.7893621726506019,0.303294719238059,0.5347825135372596,0.6013925883979538,-0.6392668725390449,0.3359338970897594,0.56060402564458
SL_EMP_EARN FEMALE              isco08-6          ,0.7875071227468246,0.6361222302435151,-0.34576786910976526,-0.7660572126632459,0.86334462204147,0.8696242842332328,0.7906108263305974,0.2591657715846213,0.19548940414884963,0.019462335521549058,0.6093551432815609,-0.6506176282076714,0.21522323397308177,-0.9132966667507995,0.8146963864534486,0.6259001435388422,0.5659632952210629,-0.5166869294111034,1.0,-0.9491401754667208,-0.06632016412785997,-0.6772646079136203,0.40275201500725716,-0.3457678691097652,-0.48537609427573464,0.912258134137425,0.8430366584733556,0.7185267754577742,0.6305523197047367,-0.011072635193826156,-0.08494346848377543,0.7306021927648663,-0.6982178369161021
SL_EMP_EARN FEMALE              isco08-7          ,0.13116412244472497,0.7036132149063806,0.05939289584667196,0.27381814808889215,0.04145419974743632,-0.9332707313115854,0.5206780586000662,0.47508444641369446,-0.23531961235630383,-0.1030364117286986,0.4036412281218656,0.7806208197021185,0.6452843391712396,0.8376110980341277,0.14996602442786386,-0.8690680432558213,0.31982372432311595,0.6179587458824234,-0.9491401754667208,1.0,0.6095435326845423,0.7736075364414212,0.584997644836847,0.05939289584667262,-0.4378871568037447,-0.1242715101546543,-0.829691867243792,0.6196764072420621,0.33580988765701075,-0.09517141794994331,0.057862974139883845,0.2620577111488607,0.7952090750459515
SL_EMP_EARN FEMALE              isco08-8          ,0.7136654699154646,0.8076406517606961,0.999504500754119,-0.4779180902493937,0.6741808994869622,-0.7305728960078207,0.8265745350301201,0.9580164770855393,0.8213595348795878,-0.5299250001816458,0.8844216100557901,0.7318764673245689,0.921680922034081,0.16341514556779693,0.7431357728343427,-0.7510454273914743,0.8950991188332799,0.8091176109601649,-0.06632016412785997,0.6095435326845423,1.0,0.7899527759251248,0.6013679061699064,0.9995045007541193,-0.8875845300291801,0.5352416805780496,-0.4642637373977491,0.6916403581166675,0.8840113356207466,0.8924021531442693,-0.3799423397268751,0.7945190176088666,0.6382377785384896
SL_EMP_EARN FEMALE              isco08-9          ,0.24874463835229937,0.6393230547793352,0.43292486444655415,0.015424133668123,0.16611574244140653,-0.7840247336791671,0.5068445838216505,0.5829794506934582,0.5070247367386228,-0.2247859621606158,0.5223110117647186,0.9882037707421888,0.5930982559930861,0.4992871268648859,0.23465690051690086,-0.6423991539615075,0.5449995579285186,0.715059404477244,-0.6772646079136203,0.7736075364414212,0.7899527759251248,1.0,0.5463724416103001,0.4329248644465528,-0.5041683378122447,0.056988991638694794,-0.6526074100488618,0.4238737064479231,0.4567202573637267,0.6947755681594732,-0.0027663919760446114,0.39069136971964974,0.9638008008476522
SL_EMP_EARN MALE              isco08          ,0.69075237960493,0.9354401635179839,0.03147622868544984,-0.16430305701674525,0.5905190916709679,-0.4137681719640977,0.8709977228765434,0.5489800161938592,-0.14006695158802704,0.29239074500476003,0.7724990556854612,0.5769681460135888,0.6855739146749701,0.17300640383513782,0.6087750127888225,-0.7334777154601584,0.7009468545834757,0.11041365352175304,0.40275201500725716,0.584997644836847,0.6013679061699064,0.5463724416103001,1.0,0.031476228685452634,-0.5570684188305693,0.5538167979545814,-0.054235681832436586,0.8945643708963922,0.6367507017427738,-0.12411145193102402,0.4139821414710434,0.7621743819906367,0.5510297755945103
SL_EMP_EARN MALE              isco08-0          ,0.2706279885378845,0.3569068856224506,1.0,0.31584000979816396,-0.0007816111365077803,-0.39053074461281956,0.2584364039437168,0.7420444847006606,-0.8498581745072121,0.03147622868546009,0.4431867601600111,0.20951844273900788,0.8112134987049263,0.16376455836576706,0.06330651020236029,-0.8735720914759049,0.34115013090301305,0.6305354979329995,-0.3457678691097652,0.05939289584667262,0.9995045007541193,0.4329248644465528,0.031476228685452634,1.0,0.3748955334786234,-0.1042269613691698,-0.06133328859146082,0.21979763892240345,0.163202715715783,0.84985817450722,,0.3302495555237434,0.08338256674452313
SL_EMP_EARN MALE              isco08-1          ,-0.7947724003086565,-0.7735784198735094,0.3748955334786234,0.7385293337873545,-0.8463986849057819,0.5266836562978512,-0.8517629155132155,-0.9475863826840458,-0.8208589217921385,0.6093691357351274,-0.8863068639389304,-0.47450811811221494,-0.9035200743315696,0.07407526283359063,-0.892206855768749,0.6208445993545806,-0.9086144765559397,-0.6289627703651114,-0.48537609427573464,-0.4378871568037447,-0.8875845300291801,-0.5041683378122447,-0.5570684188305693,0.3748955334786234,1.0,-0.7398764315593721,0.28812235981301854,-0.7193331733879378,-0.9636060669055322,-0.6911163817097631,0.5127826466655461,-0.8323568623557042,-0.3788855430522904
SL_EMP_EARN MALE              isco08-2          ,0.9266536134972345,0.5876408463549646,-0.1042269613691698,-0.8752162332089163,0.97405571376138,0.10304595710254043,0.760928482631728,0.670102408976877,0.49608646230727776,-0.1979051728584596,0.8174514896872481,0.04369073868479032,0.5900149319780741,-0.6229309084892515,0.9346043559624378,-0.22903825616017345,0.8492471807837495,0.03800911676587246,0.912258134137425,-0.1242715101546543,0.5352416805780496,0.056988991638694794,0.5538167979545814,-0.1042269613691698,-0.7398764315593721,1.0,0.42525917659633256,0.6053021157003425,0.8472365948595078,0.35112213902726347,-0.1910990356850466,0.887736340922176,-0.05752160829630797
SL_EMP_EARN MALE              isco08-3          ,0.2132802408980156,-0.27885186644298315,-0.06133328859146082,-0.30805362304667894,0.23986130446104736,0.9004110095381292,-0.12152304351845497,-0.3378037974404857,-0.039430809103554336,0.4573700823448545,-0.07491553672479075,-0.6309229290562551,-0.4161609637950494,-0.8422920348457241,0.11834641544643967,0.5872024729795877,-0.04324108371293437,-0.7893621726506019,0.8430366584733556,-0.829691867243792,-0.4642637373977491,-0.6526074100488618,-0.054235681832436586,-0.06133328859146082,0.28812235981301854,0.42525917659633256,1.0,-0.17994907038599117,-0.10521450448246437,-0.13863267708086227,0.3270757267971459,0.09842665395608934,-0.6477572615761052
SL_EMP_EARN MALE              isco08-4          ,0.7945858724343402,0.9601275120708842,0.21979763892240345,-0.2765287945461877,0.7113588336570652,-0.5505000355967118,0.953422964516358,0.7342975525182873,-0.3648791828578687,0.014842808402971829,0.8601994286284546,0.4124991491936012,0.8774496988234569,0.21476745521390259,0.7644637208791291,-0.8760973084637742,0.7536238500320458,0.303294719238059,0.7185267754577742,0.6196764072420621,0.6916403581166675,0.4238737064479231,0.8945643708963922,0.21979763892240345,-0.7193331733879378,0.6053021157003425,-0.17994907038599117,1.0,0.776822102065819,-0.4526575758454115,0.08384425247925059,0.839065500474182,0.3589329117927731
SL_EMP_EARN MALE              isco08-5          ,0.9235761251852638,0.809667583584042,0.163202715715783,-0.7596710996452467,0.9356546029172524,-0.42768566291786436,0.9177953564022299,0.9576595235628158,0.7302768603271568,-0.4787833253416973,0.9672940293227995,0.4122631125201129,0.9107320252400212,-0.1901434892358451,0.9669106797351354,-0.6198745549303449,0.9756966750413889,0.5347825135372596,0.6305523197047367,0.33580988765701075,0.8840113356207466,0.4567202573637267,0.6367507017427738,0.163202715715783,-0.9636060669055322,0.8472365948595078,-0.10521450448246437,0.776822102065819,1.0,0.6352278073985635,-0.40006066490555126,0.9457207475929454,0.3022600506310963
SL_EMP_EARN MALE              isco08-6          ,0.3110855084191258,0.3395219320088028,0.84985817450722,-0.5725727657668265,0.3802819085207144,-0.17868296172118953,0.33047420930574617,0.7032994400464968,0.9623606790466961,-0.6145537222053488,0.5670914967468514,0.6508162198500634,0.48231760589144335,-0.35714644163557074,0.3915504021857959,0.296282374174266,0.7348095929555509,0.6013925883979538,-0.011072635193826156,-0.09517141794994331,0.8924021531442693,0.6947755681594732,-0.12411145193102402,0.84985817450722,-0.6911163817097631,0.35112213902726347,-0.13863267708086227,-0.4526575758454115,0.6352278073985635,1.0,-0.4857685685082342,0.4143241866659222,0.5295954261827135
SL_EMP_EARN MALE              isco08-7          ,-0.16682120232032496,0.08796439134010607,,0.5654847431899672,-0.29832191386987195,0.23837634531967303,-0.05971507211093183,-0.5047152468654115,-0.5639583897953478,0.9725063070217534,-0.19251429161693914,0.07849028571606387,-0.33874754887985364,0.16295908267955592,-0.3463219378623972,0.01945668378579115,-0.26405742993764275,-0.6392668725390449,-0.08494346848377543,0.057862974139883845,-0.3799423397268751,-0.0027663919760446114,0.4139821414710434,,0.5127826466655461,-0.1910990356850466,0.3270757267971459,0.08384425247925059,-0.40006066490555126,-0.4857685685082342,1.0,-0.13608038164956548,0.15969273920976
SL_EMP_EARN MALE              isco08-8          ,0.9879910422551587,0.8447650083227282,0.3302495555237434,-0.6636852489724219,0.9451959225647781,-0.3037871733756379,0.951637887600172,0.8646846410450497,0.4675888074191283,-0.19795764159656062,0.9843664930211748,0.3481708800301688,0.8516071525062237,-0.2446128381516673,0.9579057759742314,-0.617943844501874,0.9629644069509637,0.3359338970897594,0.7306021927648663,0.2620577111488607,0.7945190176088666,0.39069136971964974,0.7621743819906367,0.3302495555237434,-0.8323568623557042,0.887736340922176,0.09842665395608934,0.839065500474182,0.9457207475929454,0.4143241866659222,-0.13608038164956548,1.0,0.24250590799584326
SL_EMP_EARN MALE              isco08-9          ,0.09116846116770938,0.5840856781183389,0.08338256674452313,0.14250687256232522,0.022567644028284897,-0.7209526659710346,0.4024402156461711,0.4030598682564299,0.37030116170619964,-0.07067534927402108,0.373771793925922,0.9905418202170222,0.44870697838890694,0.5635225913438733,0.08046833180480074,-0.5658358179515455,0.39667311269658767,0.56060402564458,-0.6982178369161021,0.7952090750459515,0.6382377785384896,0.9638008008476522,0.5510297755945103,0.08338256674452313,-0.3788855430522904,-0.05752160829630797,-0.6477572615761052,0.3589329117927731,0.3022600506310963,0.5295954261827135,0.15969273920976,0.24250590799584326,1.0
