UniqueID,TimePeriod,SP_DYN_MRBF15 FEMALE                 20-24       ,SP_DYN_MRBF18 FEMALE                 20-24       
TimePeriod,,,
SP_DYN_MRBF15 FEMALE                 20-24       ,,,
SP_DYN_MRBF18 FEMALE                 20-24       ,,,
