,UniqueID,Goal,Target,Indicator,SeriesCode
4378,TM_TAX_WMFN             IND            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4379,TM_TAX_WMFN             TEX            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4380,TM_TAX_WMFN             ARM            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4381,TM_TAX_WMFN             OIL            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4382,TM_TAX_WMFN             CLO            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4383,TM_TAX_WMFN             AGR            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4384,TM_TAX_WMFN             ALP            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4385,TM_TAX_WMFN             OIL            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4386,TM_TAX_WMFN             ARM            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4387,TM_TAX_WMFN             ALP            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4388,TM_TAX_WMFN             IND            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4389,TM_TAX_WMFN             AGR            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4390,TM_TAX_WMFN             TEX            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4391,TM_TAX_WMFN             CLO            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4392,TM_TAX_WMFN             OIL            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4393,TM_TAX_WMFN             ALP            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4394,TM_TAX_WMFN             AGR            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4395,TM_TAX_WMFN             IND            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4396,TM_TAX_WMFN             ARM            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4397,TM_TAX_WMFN             CLO            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4398,TM_TAX_WMFN             TEX            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4399,TM_TAX_WMFN             ARM            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4400,TM_TAX_WMFN             ALP            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4401,TM_TAX_WMFN             IND            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4402,TM_TAX_WMFN             OIL            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4403,TM_TAX_WMFN             AGR            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4404,TM_TAX_WMFN             CLO            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4405,TM_TAX_WMFN             TEX            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4406,TM_TAX_WMFN             CLO            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4407,TM_TAX_WMFN             ALP            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4408,TM_TAX_WMFN             AGR            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4409,TM_TAX_WMFN             IND            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4410,TM_TAX_WMFN             TEX            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4411,TM_TAX_WMFN             OIL            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4412,TM_TAX_WMFN             ARM            ,17.0,17.10,17.10.1,TM_TAX_WMFN
4413,TM_TAX_WMPS             CLO            ,17.0,17.10,17.10.1,TM_TAX_WMPS
4414,TM_TAX_WMPS             IND            ,17.0,17.10,17.10.1,TM_TAX_WMPS
4415,TM_TAX_WMPS             AGR            ,17.0,17.10,17.10.1,TM_TAX_WMPS
4416,TM_TAX_WMPS             TEX            ,17.0,17.10,17.10.1,TM_TAX_WMPS
4417,TM_TAX_WMPS             ARM            ,17.0,17.10,17.10.1,TM_TAX_WMPS
4418,TM_TAX_WMPS             ALP            ,17.0,17.10,17.10.1,TM_TAX_WMPS
4419,TM_TAX_WMPS             OIL            ,17.0,17.10,17.10.1,TM_TAX_WMPS
4420,TM_TAX_WMPS             CLO            ,17.0,17.10,17.10.1,TM_TAX_WMPS
4421,TM_TAX_WMPS             ALP            ,17.0,17.10,17.10.1,TM_TAX_WMPS
4422,TM_TAX_WMPS             AGR            ,17.0,17.10,17.10.1,TM_TAX_WMPS
4423,TM_TAX_WMPS             TEX            ,17.0,17.10,17.10.1,TM_TAX_WMPS
4424,TM_TAX_WMPS             OIL            ,17.0,17.10,17.10.1,TM_TAX_WMPS
4425,TM_TAX_WMPS             ARM            ,17.0,17.10,17.10.1,TM_TAX_WMPS
4426,TM_TAX_WMPS             IND            ,17.0,17.10,17.10.1,TM_TAX_WMPS
4427,TM_TAX_WMPS             TEX            ,17.0,17.10,17.10.1,TM_TAX_WMPS
4428,TM_TAX_WMPS             ALP            ,17.0,17.10,17.10.1,TM_TAX_WMPS
