UniqueID,TimePeriod,IC_GEN_MGTL FEMALE                        ,IC_GEN_MGTN FEMALE                        
TimePeriod,1.0,-0.4077594551804514,0.39376747906609166
IC_GEN_MGTL FEMALE                        ,-0.4077594551804514,1.0,0.5093561831090151
IC_GEN_MGTN FEMALE                        ,0.39376747906609166,0.5093561831090151,1.0
