UniqueID,TimePeriod,SH_IHR_CAPS                        IHR01 ,SH_IHR_CAPS                        IHR02 ,SH_IHR_CAPS                        IHR03 ,SH_IHR_CAPS                        IHR04 ,SH_IHR_CAPS                        IHR05 ,SH_IHR_CAPS                        IHR06 ,SH_IHR_CAPS                        IHR07 ,SH_IHR_CAPS                        IHR08 ,SH_IHR_CAPS                        IHR09 ,SH_IHR_CAPS                        IHR10 ,SH_IHR_CAPS                        IHR11 ,SH_IHR_CAPS                        IHR12 ,SH_IHR_CAPS                        IHR13 ,SH_IHR_CAPS                        SPAR01 ,SH_IHR_CAPS                        SPAR02 ,SH_IHR_CAPS                        SPAR03 ,SH_IHR_CAPS                        SPAR04 ,SH_IHR_CAPS                        SPAR05 ,SH_IHR_CAPS                        SPAR06 ,SH_IHR_CAPS                        SPAR07 ,SH_IHR_CAPS                        SPAR08 ,SH_IHR_CAPS                        SPAR09 ,SH_IHR_CAPS                        SPAR10 ,SH_IHR_CAPS                        SPAR11 ,SH_IHR_CAPS                        SPAR12 ,SH_IHR_CAPS                        SPAR13 
SH_IHR_CAPS                        IHR13 ,0.6923962902669646,-0.3722422987409663,-0.22832699384017713,0.41129978942633477,0.5730819901912568,0.7207905081357568,-0.3159225573483138,0.07174998191426303,-0.1086525809710614,-0.047395673559176794,0.7889147375315204,0.01728315859920221,-0.0998910854819305,1.0,,,,,,,,,,,,,
SH_IHR_CAPS                        SPAR01 ,0.8660254037844387,,,,,,,,,,,,,,1.0,0.5,-0.5,0.8660254037844386,,1.0,-0.5,0.9683006310306368,0.9999999999999999,-0.5,,-0.5,-0.5
SH_IHR_CAPS                        SPAR02 ,0.8660254037844386,,,,,,,,,,,,,,0.5,1.0,-0.9999999999999998,0.8660254037844387,,0.4999999999999999,-1.0,0.267827834114857,0.5,-0.9999999999999998,,-0.9999999999999998,-1.0
SH_IHR_CAPS                        SPAR03 ,-0.8660254037844387,,,,,,,,,,,,,,-0.5,-0.9999999999999998,1.0,-0.8660254037844387,,-0.5,0.9999999999999998,-0.26782783411485694,-0.5,1.0,,1.0,1.0000000000000002
SH_IHR_CAPS                        SPAR04 ,1.0,,,,,,,,,,,,,,0.8660254037844386,0.8660254037844387,-0.8660254037844387,1.0,,0.8660254037844387,-0.8660254037844387,0.7136791021047096,0.8660254037844386,-0.8660254037844387,,-0.8660254037844387,-0.8660254037844387
SH_IHR_CAPS                        SPAR05 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
SH_IHR_CAPS                        SPAR06 ,0.8660254037844387,,,,,,,,,,,,,,1.0,0.4999999999999999,-0.5,0.8660254037844387,,1.0,-0.4999999999999999,0.9683006310306369,1.0000000000000002,-0.5,,-0.5,-0.5000000000000001
SH_IHR_CAPS                        SPAR07 ,-0.8660254037844386,,,,,,,,,,,,,,-0.5,-1.0,0.9999999999999998,-0.8660254037844387,,-0.4999999999999999,1.0,-0.267827834114857,-0.5,0.9999999999999998,,0.9999999999999998,1.0
SH_IHR_CAPS                        SPAR08 ,0.7136791021047098,,,,,,,,,,,,,,0.9683006310306368,0.267827834114857,-0.26782783411485694,0.7136791021047096,,0.9683006310306369,-0.267827834114857,1.0,0.9683006310306367,-0.26782783411485694,,-0.26782783411485694,-0.267827834114857
SH_IHR_CAPS                        SPAR09 ,0.8660254037844386,,,,,,,,,,,,,,0.9999999999999999,0.5,-0.5,0.8660254037844386,,1.0000000000000002,-0.5,0.9683006310306367,1.0,-0.5,,-0.5,-0.5
SH_IHR_CAPS                        SPAR10 ,-0.8660254037844387,,,,,,,,,,,,,,-0.5,-0.9999999999999998,1.0,-0.8660254037844387,,-0.5,0.9999999999999998,-0.26782783411485694,-0.5,1.0,,1.0,1.0000000000000002
SH_IHR_CAPS                        SPAR11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
SH_IHR_CAPS                        SPAR12 ,-0.8660254037844387,,,,,,,,,,,,,,-0.5,-0.9999999999999998,1.0,-0.8660254037844387,,-0.5,0.9999999999999998,-0.26782783411485694,-0.5,1.0,,1.0,1.0000000000000002
SH_IHR_CAPS                        SPAR13 ,-0.8660254037844386,,,,,,,,,,,,,,-0.5,-1.0,1.0000000000000002,-0.8660254037844387,,-0.5000000000000001,1.0,-0.267827834114857,-0.5,1.0000000000000002,,1.0000000000000002,1.0
