,UniqueID,Goal,Target,Indicator,SeriesCode
4124,ER_MTN_GRNCVI   6           A           ,15.0,15.4,15.4.2,ER_MTN_GRNCVI
4125,ER_MTN_GRNCVI   5           A           ,15.0,15.4,15.4.2,ER_MTN_GRNCVI
4126,ER_MTN_GRNCVI   2           A           ,15.0,15.4,15.4.2,ER_MTN_GRNCVI
4127,ER_MTN_GRNCVI   ALL           A           ,15.0,15.4,15.4.2,ER_MTN_GRNCVI
4128,ER_MTN_GRNCVI   4           A           ,15.0,15.4,15.4.2,ER_MTN_GRNCVI
4129,ER_MTN_GRNCVI   3           A           ,15.0,15.4,15.4.2,ER_MTN_GRNCVI
4130,ER_MTN_GRNCVI   ALL           A           ,15.0,15.4,15.4.2,ER_MTN_GRNCVI
4131,ER_MTN_GRNCVI   5           A           ,15.0,15.4,15.4.2,ER_MTN_GRNCVI
4132,ER_MTN_GRNCVI   6           A           ,15.0,15.4,15.4.2,ER_MTN_GRNCVI
4133,ER_MTN_GRNCVI   2           A           ,15.0,15.4,15.4.2,ER_MTN_GRNCVI
4134,ER_MTN_GRNCVI   3           A           ,15.0,15.4,15.4.2,ER_MTN_GRNCVI
4135,ER_MTN_GRNCVI   4           A           ,15.0,15.4,15.4.2,ER_MTN_GRNCVI
