UniqueID,IT_NET_BBND      ANYS                   ,IT_NET_BBNDN      ANYS                   
IT_NET_BBND      ANYS                   ,1.0,0.9975397685032659
IT_NET_BBNDN      ANYS                   ,0.9975397685032659,1.0
