,UniqueID,Goal,Target,Indicator,SeriesCode
959,DC_TOF_HLTHNT                         ,3.0,3.b,3.b.2,DC_TOF_HLTHNT
960,DC_TOF_HLTHNT                         ,3.0,3.b,3.b.2,DC_TOF_HLTHNT
961,DC_TOF_HLTHNT                         ,3.0,3.b,3.b.2,DC_TOF_HLTHNT
962,DC_TOF_HLTHNT                         ,3.0,3.b,3.b.2,DC_TOF_HLTHNT
963,DC_TOF_HLTHNT                         ,3.0,3.b,3.b.2,DC_TOF_HLTHNT
964,DC_TOF_HLTHNT                         ,3.0,3.b,3.b.2,DC_TOF_HLTHNT
965,DC_TOF_HLTHNT                         ,3.0,3.b,3.b.2,DC_TOF_HLTHNT
966,DC_TOF_HLTHNT                         ,3.0,3.b,3.b.2,DC_TOF_HLTHNT
967,DC_TOF_HLTHL                         ,3.0,3.b,3.b.2,DC_TOF_HLTHL
968,DC_TOF_HLTHL                         ,3.0,3.b,3.b.2,DC_TOF_HLTHL
969,DC_TOF_HLTHL                         ,3.0,3.b,3.b.2,DC_TOF_HLTHL
970,DC_TOF_HLTHL                         ,3.0,3.b,3.b.2,DC_TOF_HLTHL
971,DC_TOF_HLTHL                         ,3.0,3.b,3.b.2,DC_TOF_HLTHL
972,DC_TOF_HLTHL                         ,3.0,3.b,3.b.2,DC_TOF_HLTHL
973,DC_TOF_HLTHL                         ,3.0,3.b,3.b.2,DC_TOF_HLTHL
974,DC_TOF_HLTHL                         ,3.0,3.b,3.b.2,DC_TOF_HLTHL
