UniqueID,TimePeriod,EN_MAT_DOMCMPC             ALP            ,EN_MAT_DOMCMPC             BIM            ,EN_MAT_DOMCMPC             COL            ,EN_MAT_DOMCMPC             CPR            ,EN_MAT_DOMCMPC             CRO            ,EN_MAT_DOMCMPC             FEO            ,EN_MAT_DOMCMPC             FOF            ,EN_MAT_DOMCMPC             GBO            ,EN_MAT_DOMCMPC             MEO            ,EN_MAT_DOMCMPC             NFO            ,EN_MAT_DOMCMPC             NMA            ,EN_MAT_DOMCMPC             NMC            ,EN_MAT_DOMCMPC             NMM            ,EN_MAT_DOMCMPC             PET            ,EN_MAT_DOMCMPC             WCH            ,EN_MAT_DOMCMPC             WOD            ,EN_MAT_DOMCMPG             ALP            ,EN_MAT_DOMCMPG             BIM            ,EN_MAT_DOMCMPG             COL            ,EN_MAT_DOMCMPG             CPR            ,EN_MAT_DOMCMPG             CRO            ,EN_MAT_DOMCMPG             FEO            ,EN_MAT_DOMCMPG             FOF            ,EN_MAT_DOMCMPG             GBO            ,EN_MAT_DOMCMPG             MEO            ,EN_MAT_DOMCMPG             NFO            ,EN_MAT_DOMCMPG             NMA            ,EN_MAT_DOMCMPG             NMC            ,EN_MAT_DOMCMPG             NMM            ,EN_MAT_DOMCMPG             PET            ,EN_MAT_DOMCMPG             WCH            ,EN_MAT_DOMCMPG             WOD            ,EN_MAT_DOMCMPT             ALP            ,EN_MAT_DOMCMPT             BIM            ,EN_MAT_DOMCMPT             COL            ,EN_MAT_DOMCMPT             CPR            ,EN_MAT_DOMCMPT             CRO            ,EN_MAT_DOMCMPT             FEO            ,EN_MAT_DOMCMPT             FOF            ,EN_MAT_DOMCMPT             GBO            ,EN_MAT_DOMCMPT             MEO            ,EN_MAT_DOMCMPT             NFO            ,EN_MAT_DOMCMPT             NMA            ,EN_MAT_DOMCMPT             NMC            ,EN_MAT_DOMCMPT             NMM            ,EN_MAT_DOMCMPT             PET            ,EN_MAT_DOMCMPT             WCH            ,EN_MAT_DOMCMPT             WOD            
EN_MAT_DOMCMPG             NMM            ,-0.9802332465060305,-0.982275709197403,-0.9573069229819653,-0.8818879559361172,-0.9599346264617745,-0.973776658050113,-0.8037806833405671,-0.9133633483683725,0.5519946219535168,-0.9286467020336738,-0.9228073683378977,0.6164727209093159,0.9939920103444534,0.9912596172242102,-0.8175751351745918,0.9480456531011243,0.7154248207292581,-0.5398597185290357,0.2844633091226488,-0.8755026520596675,-0.36892713050020237,-0.38966877300175695,-0.5632630631414586,-0.8948787135720844,0.9852877680530892,-0.9030073623681685,-0.9001689622914811,0.7354706328810214,0.994280004664556,1.0,-0.7362562320573832,0.9977608466723532,0.9593401260661639,-0.9944289320294945,-0.9963957368336689,-0.890874637446704,-0.9966265355625897,-0.9978856500770753,-0.9362911444342423,-0.9338925129151373,-0.9263418336939314,-0.9518600289017294,-0.9443411290164317,0.36071210362762596,-0.9461921302447537,-0.7517477303423586,-0.8866594207554728,-0.7610998009039119,-0.9737866383693209
EN_MAT_DOMCMPG             PET            ,0.7029802265354085,0.8398738796798509,0.6683559523897005,0.6534209746983393,0.6563987047422404,0.7051012841537392,0.7379588013374024,0.8702053782719438,-0.6701436840828339,0.9322675753199584,0.9319888363922332,-0.20787826856112465,-0.7430052414804844,-0.6778291792475364,0.9909646142807093,-0.7725420270297316,-0.571191108920587,0.7057571827391977,-0.3946567610525916,0.6509024052705147,0.07130884742738806,0.1566972867338581,0.5765117897699032,0.8837369674294117,-0.8257056612091318,0.9540110461263953,0.9521963961696562,-0.3323434594409171,-0.7649880913082444,-0.7362562320573832,1.0,-0.7416999512062252,-0.7562731361977766,0.774659889718342,0.7055477426890439,0.6526623833128999,0.6973419757234073,0.7170268765121608,0.7894437021265054,0.8480516836515015,0.6048646334170906,0.8979649642929184,0.8997278875570699,0.006545354909829579,0.6360449845638557,0.6120047811118274,0.9612862186502918,0.45852846913741974,0.6817212749259911
EN_MAT_DOMCMPG             WCH            ,-0.9652201552572549,-0.9866693994305302,-0.9712660110581209,-0.8642537247496537,-0.9735453328585263,-0.9851568605143647,-0.8394726329996898,-0.9044895336609068,0.6020064469239663,-0.9272936177939598,-0.9184779849800194,0.6556841755860832,0.9852947200013402,0.993733266341084,-0.8199248992367151,0.9660918964348467,0.6855759598929915,-0.5883370666335174,0.23319883492404886,-0.8581425095278983,-0.41813143607124903,-0.4405144939226278,-0.6144391630979803,-0.8867962250838879,0.989911607784031,-0.9040919508289132,-0.8975693710503556,0.7690108410890094,0.986505460426351,0.9977608466723532,-0.7416999512062252,1.0,0.945255737947421,-0.9875029386376107,-0.9920269002078866,-0.8722908707204537,-0.9942320075974072,-0.9942355080794495,-0.9556108153301223,-0.9229702209942561,-0.8998162008137162,-0.946780093729646,-0.9370063939556205,0.4094675426129025,-0.9230131667955672,-0.7086625577397071,-0.8844437211544189,-0.7169694069742584,-0.9646903571632884
EN_MAT_DOMCMPG             WOD            ,-0.9712792761531317,-0.9431098577136475,-0.840865398158394,-0.9707427170810765,-0.8479605253707277,-0.8756098058578674,-0.6578477193230599,-0.9730307355469782,0.39046953414274926,-0.923578503571846,-0.9292320462420967,0.40144850287228334,0.9687674872022166,0.9162744022946618,-0.8355340450421531,0.8471443395743373,0.8796761372725176,-0.38327678040012636,0.5323592726093291,-0.967166130937691,-0.1085021374567107,-0.12893017300507154,-0.37050705305391574,-0.9610836742089428,0.9444111462986733,-0.8946236117282871,-0.9054814490271466,0.5429346419613404,0.9794910509195884,0.9593401260661639,-0.7562731361977766,0.945255737947421,1.0,-0.9734268454496934,-0.9453272101536568,-0.9755633906730136,-0.9396766448973497,-0.9485752079707954,-0.8316991884578607,-0.9860246322369383,-0.9501272837697682,-0.9486597198389651,-0.9507401125186594,0.12302062826501609,-0.9601380856498815,-0.8669205928603866,-0.9012415350030022,-0.8514056604429961,-0.9119402319871829
EN_MAT_DOMCMPT             ALP            ,0.9895799489916132,0.9815362169532917,0.9283284526083034,0.8947611512902635,0.9296067499059132,0.9504468283144366,0.7687110657803364,0.9376502532746087,-0.5139325419185315,0.9507429490785451,0.949152830317321,-0.5346873266985832,-0.998446725426139,-0.9745822866985818,0.8513173604919801,-0.9268885440400558,-0.7489382651987638,0.51036169082143,-0.364745883660943,0.8882380858476376,0.2834737833100954,0.31012747978216254,0.5128110363437504,0.9212732997064553,-0.9820076257044537,0.9269518464731352,0.9287783148069619,-0.6638304717505429,-0.999386790453885,-0.9944289320294945,0.774659889718342,-0.9875029386376107,-0.9734268454496934,1.0,0.9912077486330265,0.9042849933014341,0.9879095590466208,0.9928330283503759,0.9157544658156905,0.9567383243765302,0.9441841194115698,0.9728360490097501,0.9690369775459496,-0.2659257254447811,0.9614855348545431,0.806997485288487,0.9167221659065586,0.7997585845615636,0.9750250395265856
EN_MAT_DOMCMPT             BIM            ,0.9850767431005581,0.9688667298939998,0.9575924894395814,0.8581157489937072,0.9591148428271519,0.9710792738339624,0.7855053086840168,0.8861539439402357,-0.5232852681435363,0.9127755157260499,0.9074034409648677,-0.6214654358632592,-0.9948414144782067,-0.9932242555294819,0.7903757328603219,-0.9379331457299217,-0.6866449557306179,0.513209820093595,-0.2658912918636359,0.8505014511185702,0.3810408881783678,0.39912376256065746,0.5438556521215574,0.8646478795376661,-0.971747978145938,0.8852964927529638,0.883116513163308,-0.7383231066606303,-0.9898303758938269,-0.9963957368336689,0.7055477426890439,-0.9920269002078866,-0.9453272101536568,0.9912077486330265,1.0,0.8698016100739614,0.9993800287817076,0.9997670365146144,0.9249000329774844,0.911970162327569,0.937852781474687,0.9404269576496534,0.9330120664078284,-0.3649542739955969,0.9557910262211845,0.7591243363352751,0.86600607036958,0.778699013268363,0.9886857682379843
EN_MAT_DOMCMPT             COL            ,0.9138396197587739,0.8600339409736626,0.74084003841959,0.9994156147359166,0.7550050429626642,0.7816324463961856,0.5293662447323869,0.9410117829794179,-0.25139100970901296,0.8304468505254187,0.8405622302227362,-0.31636838654155575,-0.9000065304351024,-0.8370747780818295,0.739253795021329,-0.7423057858489108,-0.9514783455195215,0.23500799363165098,-0.6187695631122802,0.9986920917420409,-0.006437652045418401,-0.0012918511303220092,0.22886596563555286,0.9305427118632669,-0.8641977850904354,0.7934316071347965,0.8103751894614978,-0.45635194505285576,-0.9171335864464198,-0.890874637446704,0.6526623833128999,-0.8722908707204537,-0.9755633906730136,0.9042849933014341,0.8698016100739614,1.0,0.8644019120015048,0.8734940547778467,0.7196863252040153,0.9516154856255995,0.9180179930932563,0.8624508089956324,0.86778048984452,-0.04748970869203058,0.9203562392005173,0.8611715993411468,0.8113850348323628,0.8597148227524669,0.8191938203300115
EN_MAT_DOMCMPT             CPR            ,0.9792231399794608,0.969374157235238,0.9658160683545473,0.8531794155056982,0.9677308617163329,0.9776817976697536,0.7995372402547889,0.8794674313307188,-0.540924960863019,0.9067555254123336,0.8998632401597207,-0.6468866823405633,-0.9913244003294994,-0.996612339168441,0.7826670623224568,-0.9454287582975276,-0.6752951243964341,0.5283696473636273,-0.23919593244582626,0.8457345839134159,0.40851207167628156,0.4254036385048778,0.5642630775941252,0.8577456443483154,-0.9729338647184149,0.8792548678907238,0.8753385390528688,-0.7603573624815786,-0.9866132455697499,-0.9966265355625897,0.6973419757234073,-0.9942320075974072,-0.9396766448973497,0.9879095590466208,0.9993800287817076,0.8644019120015048,1.0,0.9993211484244005,0.932409747540537,0.9050108863324682,0.9279190778891455,0.9339042419845973,0.9252265890780136,-0.3953611915097025,0.947057509138274,0.7377345866743572,0.8581613464165706,0.7608426742063773,0.9849955346255687
EN_MAT_DOMCMPT             CRO            ,0.9841269541854113,0.9737398425560934,0.958824450779778,0.8624236419145813,0.9603870565322306,0.9729962344074234,0.7930984704689885,0.8936379940038661,-0.5345651865053677,0.919132291305393,0.9135509270418255,-0.620653783999407,-0.9952894484742779,-0.9933992942296046,0.8003886158688285,-0.9425076507310953,-0.6914827304893858,0.5245535375664885,-0.26872547929600404,0.8550684043649941,0.3797399670270844,0.39916615349573614,0.5524347741445079,0.873002169737297,-0.9764702310733416,0.8925304614837695,0.8900304380549202,-0.7380986325953652,-0.9915192456111919,-0.9978856500770753,0.7170268765121608,-0.9942355080794495,-0.9485752079707954,0.9928330283503759,0.9997670365146144,0.8734940547778467,0.9993211484244005,1.0,0.929989165438104,0.9179999914061167,0.9343914801479907,0.9452502576208742,0.9377647344640753,-0.36427185943629997,0.9530545863407617,0.7567957002566938,0.873787943451544,0.7727541118683934,0.986027884956223
EN_MAT_DOMCMPT             FEO            ,0.8572889877143198,0.9661415309607034,0.9777684641401035,0.7139435267552598,0.9736900929059169,0.9811462784555666,0.9605828205146423,0.8290568398756655,-0.8077571958021863,0.9111172369837375,0.8914633356988186,-0.7453295000436656,-0.904918469970802,-0.9484572194936902,0.8403405051841951,-0.9982016675152936,-0.4928502530248411,0.7979107889941612,-0.01844047284947561,0.7079465326424459,0.5809624591560687,0.621112940706545,0.8144135480319571,0.8172216919961608,-0.967170883572934,0.9058986682663639,0.8848444905994443,-0.83428708996423,-0.9079609325729443,-0.9362911444342423,0.7894437021265054,-0.9556108153301223,-0.8316991884578607,0.9157544658156905,0.9249000329774844,0.7196863252040153,0.932409747540537,0.929989165438104,1.0,0.8369486569061513,0.7415810964443269,0.9082157302055174,0.8909773132059435,-0.5449974893240196,0.7791445740892463,0.5128112702801522,0.8732282253936611,0.4945147234067073,0.8930160112291721
