UniqueID,SE_PRE_PARTN BOTHSEX                        ,SE_PRE_PARTN FEMALE                        ,SE_PRE_PARTN MALE                        
SE_PRE_PARTN BOTHSEX                        ,1.0,0.9991340700135262,0.9992421805661703
SE_PRE_PARTN FEMALE                        ,0.9991340700135262,1.0,0.9967574181668355
SE_PRE_PARTN MALE                        ,0.9992421805661703,0.9967574181668355,1.0
