UniqueID,TimePeriod,EN_SCP_FRMN                      ADVANCED   ,EN_SCP_FRMN                      MINIMUM   
TimePeriod,,,
EN_SCP_FRMN                      ADVANCED   ,,,
EN_SCP_FRMN                      MINIMUM   ,,,
