UniqueID,TimePeriod,NV_IND_MANF                     ISIC4_C    ,NV_IND_MANFPC                     ISIC4_C    ,NV_IND_MANF_CD                     ISIC4_C    
TimePeriod,1.0,-0.13326425125672858,0.9800363216071568,-0.8762674335186719
NV_IND_MANF                     ISIC4_C    ,-0.13326425125672858,1.0,-0.3222300383254699,0.8266377622181994
NV_IND_MANFPC                     ISIC4_C    ,0.9800363216071568,-0.3222300383254699,1.0,-0.8655385920953672
NV_IND_MANF_CD                     ISIC4_C    ,-0.8762674335186719,0.8266377622181994,-0.8655385920953672,1.0
