,UniqueID,Goal,Target,Indicator,SeriesCode
2303,SL_ISV_IFEM BOTHSEX                    NONAGR    ,8.0,8.3,8.3.1,SL_ISV_IFEM
2304,SL_ISV_IFEM BOTHSEX                    ISIC4_A    ,8.0,8.3,8.3.1,SL_ISV_IFEM
2305,SL_ISV_IFEM FEMALE                    NONAGR    ,8.0,8.3,8.3.1,SL_ISV_IFEM
2306,SL_ISV_IFEM FEMALE                    ISIC4_A    ,8.0,8.3,8.3.1,SL_ISV_IFEM
2307,SL_ISV_IFEM FEMALE                    TOTAL    ,8.0,8.3,8.3.1,SL_ISV_IFEM
2308,SL_ISV_IFEM MALE                    NONAGR    ,8.0,8.3,8.3.1,SL_ISV_IFEM
2309,SL_ISV_IFEM MALE                    ISIC4_A    ,8.0,8.3,8.3.1,SL_ISV_IFEM
2310,SL_ISV_IFEM MALE                    TOTAL    ,8.0,8.3,8.3.1,SL_ISV_IFEM
2311,SL_ISV_IFEM BOTHSEX                    TOTAL    ,8.0,8.3,8.3.1,SL_ISV_IFEM
2312,SL_ISV_IFEM FEMALE                    ISIC4_A    ,8.0,8.3,8.3.1,SL_ISV_IFEM
2313,SL_ISV_IFEM MALE                    NONAGR    ,8.0,8.3,8.3.1,SL_ISV_IFEM
2314,SL_ISV_IFEM MALE                    ISIC4_A    ,8.0,8.3,8.3.1,SL_ISV_IFEM
2315,SL_ISV_IFEM MALE                    TOTAL    ,8.0,8.3,8.3.1,SL_ISV_IFEM
2316,SL_ISV_IFEM BOTHSEX                    NONAGR    ,8.0,8.3,8.3.1,SL_ISV_IFEM
2317,SL_ISV_IFEM BOTHSEX                    ISIC4_A    ,8.0,8.3,8.3.1,SL_ISV_IFEM
2318,SL_ISV_IFEM BOTHSEX                    TOTAL    ,8.0,8.3,8.3.1,SL_ISV_IFEM
2319,SL_ISV_IFEM FEMALE                    NONAGR    ,8.0,8.3,8.3.1,SL_ISV_IFEM
2320,SL_ISV_IFEM FEMALE                    TOTAL    ,8.0,8.3,8.3.1,SL_ISV_IFEM
2321,SL_ISV_IFEM FEMALE                    NONAGR    ,8.0,8.3,8.3.1,SL_ISV_IFEM
2322,SL_ISV_IFEM FEMALE                    ISIC4_A    ,8.0,8.3,8.3.1,SL_ISV_IFEM
