UniqueID,TimePeriod,SH_ACS_DTP3                         ,SH_ACS_HPV                         ,SH_ACS_MCV2                         ,SH_ACS_PCV3                         
TimePeriod,1.0,-0.15519875949239584,-1.0,0.891834561258196,0.886827909859307
SH_ACS_DTP3                         ,-0.15519875949239584,1.0,1.0,0.10653949968048541,-0.5296858993677782
SH_ACS_HPV                         ,-1.0,1.0,1.0,-1.0,-1.0
SH_ACS_MCV2                         ,0.891834561258196,0.10653949968048541,-1.0,1.0,0.7217654429112647
SH_ACS_PCV3                         ,0.886827909859307,-0.5296858993677782,-1.0,0.7217654429112647,1.0
