UniqueID,TimePeriod,FI_FSI_FSANL              A           ,FI_FSI_FSERA              A           ,FI_FSI_FSKA              A           ,FI_FSI_FSKNL              A           ,FI_FSI_FSKRTC              A           ,FI_FSI_FSLS              A           ,FI_FSI_FSSNO              A           
TimePeriod,1.0,0.7725513516420158,-0.7982395686769276,-0.033214764112782603,0.3888678646858007,0.6709227409314074,0.4640551278843781,0.4958690285518634
FI_FSI_FSANL              A           ,0.7725513516420158,1.0,-0.8710396679071405,0.33715136074559193,0.8571622130312938,0.9249741573898914,0.2046304652906289,0.5757528768515544
FI_FSI_FSERA              A           ,-0.7982395686769276,-0.8710396679071405,1.0,-0.3447894208011922,-0.740069089847146,-0.7785691381289972,-0.30567646607612325,-0.8579929765180019
FI_FSI_FSKA              A           ,-0.033214764112782603,0.33715136074559193,-0.3447894208011922,1.0,0.5892821048969161,0.5936830976174198,0.13465977046444852,0.5246968593753316
FI_FSI_FSKNL              A           ,0.3888678646858007,0.8571622130312938,-0.740069089847146,0.5892821048969161,1.0,0.8426354273039354,0.09128188714203739,0.5946707918114015
FI_FSI_FSKRTC              A           ,0.6709227409314074,0.9249741573898914,-0.7785691381289972,0.5936830976174198,0.8426354273039354,1.0,0.2320104130348329,0.5364117480614381
FI_FSI_FSLS              A           ,0.4640551278843781,0.2046304652906289,-0.30567646607612325,0.13465977046444852,0.09128188714203739,0.2320104130348329,1.0,0.23118727030081282
FI_FSI_FSSNO              A           ,0.4958690285518634,0.5757528768515544,-0.8579929765180019,0.5246968593753316,0.5946707918114015,0.5364117480614381,0.23118727030081282,1.0
