UniqueID,SH_SAN_DEFECT          ALLAREA               ,SH_SAN_DEFECT          RURAL               ,SH_SAN_DEFECT          URBAN               ,SH_SAN_HNDWSH          ALLAREA               ,SH_SAN_HNDWSH          RURAL               ,SH_SAN_HNDWSH          URBAN               
SH_SAN_DEFECT          ALLAREA               ,1.0,0.9819805060619656,0.8693182879212225,-0.7745966692414834,,
SH_SAN_DEFECT          RURAL               ,0.9819805060619656,1.0,0.8660254037844386,-0.7559289460184544,,
SH_SAN_DEFECT          URBAN               ,0.8693182879212225,0.8660254037844386,1.0,-0.5773502691896258,,
SH_SAN_HNDWSH          ALLAREA               ,-0.7745966692414834,-0.7559289460184544,-0.5773502691896258,1.0,,
SH_SAN_HNDWSH          RURAL               ,,,,,,
SH_SAN_HNDWSH          URBAN               ,,,,,,
