UniqueID,TimePeriod,SH_STA_POISN BOTHSEX                        ,SH_STA_POISN FEMALE                        ,SH_STA_POISN MALE                        
TimePeriod,1.0,-1.0000000000000004,-0.9999999999999998,-1.0
SH_STA_POISN BOTHSEX                        ,-1.0000000000000004,1.0,0.9999999999999991,0.9999999999999994
SH_STA_POISN FEMALE                        ,-0.9999999999999998,0.9999999999999991,1.0,1.0000000000000004
SH_STA_POISN MALE                        ,-1.0,0.9999999999999994,1.0000000000000004,1.0
