UniqueID,TimePeriod,EG_ACS_ELEC          ALLAREA               ,EG_ACS_ELEC          RURAL               ,EG_ACS_ELEC          URBAN               
TimePeriod,1.0,0.9186792863702073,0.9553683004656753,0.6197797868009135
EG_ACS_ELEC          ALLAREA               ,0.9186792863702073,1.0,0.9896590639754148,0.867769908501649
EG_ACS_ELEC          RURAL               ,0.9553683004656753,0.9896590639754148,1.0,0.8119825055711568
EG_ACS_ELEC          URBAN               ,0.6197797868009135,0.867769908501649,0.8119825055711568,1.0
