UniqueID,TimePeriod,SH_IHR_CAPS                        IHR01 ,SH_IHR_CAPS                        IHR02 ,SH_IHR_CAPS                        IHR03 ,SH_IHR_CAPS                        IHR04 ,SH_IHR_CAPS                        IHR05 ,SH_IHR_CAPS                        IHR06 ,SH_IHR_CAPS                        IHR07 ,SH_IHR_CAPS                        IHR08 ,SH_IHR_CAPS                        IHR09 ,SH_IHR_CAPS                        IHR10 ,SH_IHR_CAPS                        IHR11 ,SH_IHR_CAPS                        IHR12 ,SH_IHR_CAPS                        IHR13 ,SH_IHR_CAPS                        SPAR01 ,SH_IHR_CAPS                        SPAR02 ,SH_IHR_CAPS                        SPAR03 ,SH_IHR_CAPS                        SPAR04 ,SH_IHR_CAPS                        SPAR05 ,SH_IHR_CAPS                        SPAR06 ,SH_IHR_CAPS                        SPAR07 ,SH_IHR_CAPS                        SPAR08 ,SH_IHR_CAPS                        SPAR09 ,SH_IHR_CAPS                        SPAR10 ,SH_IHR_CAPS                        SPAR11 ,SH_IHR_CAPS                        SPAR12 ,SH_IHR_CAPS                        SPAR13 
SH_IHR_CAPS                        IHR13 ,0.6923962902669646,-0.3722422987409663,-0.2283269938401771,0.4112997894263349,0.5730819901912566,0.720790508135757,-0.3159225573483138,0.07174998191426303,-0.10865258097106133,-0.0473956735591768,0.7889147375315202,0.01728315859920225,-0.0998910854819305,1.0,,,,,,,,,,,,,
SH_IHR_CAPS                        SPAR01 ,0.8660254037844387,,,,,,,,,,,,,,1.0,0.5000000000000002,-0.49999999999999983,0.8660254037844386,,1.0000000000000004,-0.5000000000000002,0.9683006310306368,1.0000000000000002,-0.49999999999999983,,-0.49999999999999983,-0.5
SH_IHR_CAPS                        SPAR02 ,0.8660254037844388,,,,,,,,,,,,,,0.5000000000000002,1.0,-0.9999999999999998,0.8660254037844385,,0.5000000000000001,-1.0,0.26782783411485706,0.5,-0.9999999999999998,,-0.9999999999999998,-0.9999999999999999
SH_IHR_CAPS                        SPAR03 ,-0.8660254037844386,,,,,,,,,,,,,,-0.49999999999999983,-0.9999999999999998,1.0,-0.8660254037844387,,-0.5000000000000002,1.0000000000000002,-0.2678278341148571,-0.5000000000000001,1.0,,1.0,1.0000000000000002
SH_IHR_CAPS                        SPAR04 ,1.0,,,,,,,,,,,,,,0.8660254037844386,0.8660254037844385,-0.8660254037844387,1.0,,0.8660254037844389,-0.8660254037844387,0.7136791021047099,0.8660254037844388,-0.8660254037844386,,-0.8660254037844386,-0.8660254037844387
SH_IHR_CAPS                        SPAR05 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
SH_IHR_CAPS                        SPAR06 ,0.8660254037844389,,,,,,,,,,,,,,1.0000000000000004,0.5000000000000001,-0.5000000000000002,0.8660254037844389,,1.0,-0.5000000000000001,0.9683006310306366,0.9999999999999999,-0.49999999999999967,,-0.49999999999999967,-0.4999999999999998
SH_IHR_CAPS                        SPAR07 ,-0.8660254037844388,,,,,,,,,,,,,,-0.5000000000000002,-1.0,1.0000000000000002,-0.8660254037844387,,-0.5000000000000001,1.0,-0.26782783411485706,-0.5,0.9999999999999998,,0.9999999999999998,0.9999999999999999
SH_IHR_CAPS                        SPAR08 ,0.7136791021047099,,,,,,,,,,,,,,0.9683006310306368,0.26782783411485706,-0.2678278341148571,0.7136791021047099,,0.9683006310306366,-0.26782783411485706,1.0,0.9683006310306368,-0.2678278341148567,,-0.2678278341148567,-0.26782783411485694
SH_IHR_CAPS                        SPAR09 ,0.8660254037844388,,,,,,,,,,,,,,1.0000000000000002,0.5,-0.5000000000000001,0.8660254037844388,,0.9999999999999999,-0.5,0.9683006310306368,1.0,-0.49999999999999983,,-0.49999999999999983,-0.5
SH_IHR_CAPS                        SPAR10 ,-0.8660254037844386,,,,,,,,,,,,,,-0.49999999999999983,-0.9999999999999998,1.0,-0.8660254037844386,,-0.49999999999999967,0.9999999999999998,-0.2678278341148567,-0.49999999999999983,1.0,,1.0,1.0000000000000002
SH_IHR_CAPS                        SPAR11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
SH_IHR_CAPS                        SPAR12 ,-0.8660254037844386,,,,,,,,,,,,,,-0.49999999999999983,-0.9999999999999998,1.0,-0.8660254037844386,,-0.49999999999999967,0.9999999999999998,-0.2678278341148567,-0.49999999999999983,1.0,,1.0,1.0000000000000002
SH_IHR_CAPS                        SPAR13 ,-0.8660254037844386,,,,,,,,,,,,,,-0.5,-0.9999999999999999,1.0000000000000002,-0.8660254037844387,,-0.4999999999999998,0.9999999999999999,-0.26782783411485694,-0.5,1.0000000000000002,,1.0000000000000002,1.0
