UniqueID,SI_POV_NAHC          ALLAREA               ,SI_POV_NAHC          RURAL               ,SI_POV_NAHC          URBAN               
SI_POV_NAHC          ALLAREA               ,,,
SI_POV_NAHC          RURAL               ,,,
SI_POV_NAHC          URBAN               ,,,
