UniqueID,AG_PRD_AGVAS              A           ,AG_PRD_ORTIND              A           ,AG_XPD_AGSGB              A           
AG_PRD_AGVAS              A           ,1.0,0.7933020632415105,0.8444738224052037
AG_PRD_ORTIND              A           ,0.7933020632415105,1.0,0.9958232138985256
AG_XPD_AGSGB              A           ,0.8444738224052037,0.9958232138985256,1.0
