UniqueID,ER_H2O_WUEYST                     INDUSTRIES    ,ER_H2O_WUEYST                     ISIC4_A01_A0210_A0322    ,ER_H2O_WUEYST                     ISIC4_GTT    ,ER_H2O_WUEYST                     TOTAL    
ER_H2O_WUEYST                     INDUSTRIES    ,1.0,0.9478955998594535,0.878844094668993,0.9046977524563444
ER_H2O_WUEYST                     ISIC4_A01_A0210_A0322    ,0.9478955998594535,1.0,0.8655856819301249,0.889191174054816
ER_H2O_WUEYST                     ISIC4_GTT    ,0.878844094668993,0.8655856819301249,1.0,0.9983206236502765
ER_H2O_WUEYST                     TOTAL    ,0.9046977524563444,0.889191174054816,0.9983206236502765,1.0
