UniqueID,TimePeriod,EG_ACS_ELEC          ALLAREA               ,EG_ACS_ELEC          RURAL               ,EG_ACS_ELEC          URBAN               
TimePeriod,1.0,0.9186792863702076,0.9553683004656754,0.6197797868009122
EG_ACS_ELEC          ALLAREA               ,0.9186792863702076,1.0,0.9896590639754151,0.8677699085016485
EG_ACS_ELEC          RURAL               ,0.9553683004656754,0.9896590639754151,1.0,0.8119825055711559
EG_ACS_ELEC          URBAN               ,0.6197797868009122,0.8677699085016485,0.8119825055711559,1.0
