UniqueID,IT_MOB_2GNTWK                         ,IT_MOB_3GNTWK                         ,IT_MOB_4GNTWK                         
IT_MOB_2GNTWK                         ,,,
IT_MOB_3GNTWK                         ,,1.0,0.9571275736955178
IT_MOB_4GNTWK                         ,,0.9571275736955178,1.0
