UniqueID,TimePeriod,SN_ITK_DEFC                         ,SN_ITK_DEFCN                         
TimePeriod,1.0,-0.6772226689769811,0.7957587675990381
SN_ITK_DEFC                         ,-0.6772226689769811,1.0,-0.13424331212112903
SN_ITK_DEFCN                         ,0.7957587675990381,-0.13424331212112903,1.0
