UniqueID,TimePeriod,EN_ATM_PM25          ALLAREA               ,EN_ATM_PM25          RURAL               ,EN_ATM_PM25          URBAN               
TimePeriod,1.0,-0.8067388356958591,-0.811827766823469,-0.8010036511969746
EN_ATM_PM25          ALLAREA               ,-0.8067388356958591,1.0,0.99985622020528,0.999769770013078
EN_ATM_PM25          RURAL               ,-0.811827766823469,0.99985622020528,1.0,0.999270980976339
EN_ATM_PM25          URBAN               ,-0.8010036511969746,0.999769770013078,0.999270980976339,1.0
