,UniqueID,Goal,Target,Indicator,SeriesCode
3057,IT_MOB_2GNTWK                         ,9.0,9.c,9.c.1,IT_MOB_2GNTWK
3058,IT_MOB_2GNTWK                         ,9.0,9.c,9.c.1,IT_MOB_2GNTWK
3059,IT_MOB_2GNTWK                         ,9.0,9.c,9.c.1,IT_MOB_2GNTWK
3060,IT_MOB_2GNTWK                         ,9.0,9.c,9.c.1,IT_MOB_2GNTWK
3061,IT_MOB_2GNTWK                         ,9.0,9.c,9.c.1,IT_MOB_2GNTWK
3062,IT_MOB_3GNTWK                         ,9.0,9.c,9.c.1,IT_MOB_3GNTWK
3063,IT_MOB_3GNTWK                         ,9.0,9.c,9.c.1,IT_MOB_3GNTWK
3064,IT_MOB_3GNTWK                         ,9.0,9.c,9.c.1,IT_MOB_3GNTWK
3065,IT_MOB_3GNTWK                         ,9.0,9.c,9.c.1,IT_MOB_3GNTWK
3066,IT_MOB_3GNTWK                         ,9.0,9.c,9.c.1,IT_MOB_3GNTWK
3067,IT_MOB_3GNTWK                         ,9.0,9.c,9.c.1,IT_MOB_3GNTWK
3068,IT_MOB_3GNTWK                         ,9.0,9.c,9.c.1,IT_MOB_3GNTWK
3069,IT_MOB_3GNTWK                         ,9.0,9.c,9.c.1,IT_MOB_3GNTWK
3070,IT_MOB_4GNTWK                         ,9.0,9.c,9.c.1,IT_MOB_4GNTWK
3071,IT_MOB_4GNTWK                         ,9.0,9.c,9.c.1,IT_MOB_4GNTWK
3072,IT_MOB_4GNTWK                         ,9.0,9.c,9.c.1,IT_MOB_4GNTWK
3073,IT_MOB_4GNTWK                         ,9.0,9.c,9.c.1,IT_MOB_4GNTWK
