Target,7.1,7.2,7.3,7.a,7.b
7.1,1.0,-0.8450350185201347,-0.8760816396739789,0.8294922763425977,0.8734656819181634
7.2,-0.8450350185201347,1.0,0.5934580863954859,-0.9365711065637505,-0.7344450833177267
7.3,-0.8760816396739789,0.5934580863954859,1.0,-0.6915022407433635,-0.923129906726986
7.a,0.8294922763425977,-0.9365711065637505,-0.6915022407433635,1.0,0.8389889621979009
7.b,0.8734656819181634,-0.7344450833177267,-0.923129906726986,0.8389889621979009,1.0
