Target,8.1,8.10,8.2,8.3,8.4,8.5,8.6,8.8,8.9,8.a,8.b
8.1,1.0,-0.8173440249681467,-0.08976335739024598,-0.537682106833748,-0.36844340500875994,1.0000000000000002,0.22188554894155332,-0.8525700557811652,-0.7636254012017315,-0.38791888278597025,
8.10,-0.8173440249681467,1.0,-0.2647343676584743,0.8736699329019934,0.7123480726635425,-1.0,-0.5850152009841025,-0.911223965313719,0.6606754860352585,0.4964305052989319,
8.2,-0.08976335739024598,-0.2647343676584743,1.0,0.49667618884619136,-0.6796992468166997,-1.0,0.7995011004130159,0.6342458022430095,0.133339380607906,-0.07972422757415011,
8.3,-0.537682106833748,0.8736699329019934,0.49667618884619136,1.0,1.0,-1.0000000000000002,0.815074682949503,-0.4565841164282761,,0.46599754604634547,
8.4,-0.36844340500875994,0.7123480726635425,-0.6796992468166997,1.0,1.0,,-0.7219687454756686,-0.8639707335630348,0.38397287187373697,0.5499127146345287,
8.5,1.0000000000000002,-1.0,-1.0,-1.0000000000000002,,1.0,-1.0,,,-0.9999999999999998,
8.6,0.22188554894155332,-0.5850152009841025,0.7995011004130159,0.815074682949503,-0.7219687454756686,-1.0,1.0,0.7525259946557609,-0.03254722774520526,-0.1092246830267428,
8.8,-0.8525700557811652,-0.911223965313719,0.6342458022430095,-0.4565841164282761,-0.8639707335630348,,0.7525259946557609,1.0,0.9999827640193144,0.3119280652989546,
8.9,-0.7636254012017315,0.6606754860352585,0.133339380607906,,0.38397287187373697,,-0.03254722774520526,0.9999827640193144,1.0,0.5872340856596359,
8.a,-0.38791888278597025,0.4964305052989319,-0.07972422757415011,0.46599754604634547,0.5499127146345287,-0.9999999999999998,-0.1092246830267428,0.3119280652989546,0.5872340856596359,1.0,
8.b,,,,,,,,,,,
