indicator,related_indicator,similarity_score
1.1.1,6.1.1,0.06132434486067637
1.1.1,3.9.3,0.060976255688918395
1.1.1,10.4.2,0.05908137091375215
1.1.1,3.6.1,0.057558922138098635
1.1.1,17.6.1,0.05649576044024536
1.1.1,5.b.1,0.05588025595520772
1.1.1,2.1.1,0.05503778920169621
1.1.1,8.8.2,0.053296769643123985
1.1.1,3.8.2,0.053027296947327295
1.1.1,2.5.2,0.05270249063141795
1.1.1,6.b.1,0.05250666809056583
1.1.1,11.4.1,0.05041910162764168
1.1.1,2.1.2,0.04969074157447788
1.1.1,16.5.1,0.048767633399319436
1.1.1,2.3.1,0.04843424946352294
1.1.1,17.3.2,0.04790180241997376
1.1.1,14.a.1,0.047747586328166516
1.1.1,17.13.1,0.04729344580266942
1.1.1,3.2.1,0.04699176793827806
1.1.1,16.2.2,0.0469366339900104
1.1.1,3.8.1,0.04604777252598489
1.1.1,15.9.1,0.04597292008662995
1.1.1,5.a.1,0.0432145293597949
1.1.1,11.7.1,0.04314350186050387
1.1.1,9.2.1,0.042630825022816586
1.1.1,14.7.1,0.04257925526215575
1.1.1,3.b.3,0.04100530927623196
1.1.1,11.a.1,0.04093261995636717
1.1.1,3.1.2,0.04033835945208859
1.1.1,15.1.1,0.03973153845083647
1.1.1,6.5.1,0.039477702574110964
1.1.1,13.3.1,0.038794918669569745
1.1.1,12.8.1,0.038794918669569745
1.1.1,5.a.2,0.03814627075600205
1.1.1,8.7.1,0.03788275209244561
1.1.1,11.3.2,0.037613250221794764
1.1.1,16.10.1,0.0371026853709924
1.1.1,17.10.1,0.03648071008170475
1.1.1,3.9.1,0.0349970244855781
1.1.1,17.2.1,0.03473207543372745
1.1.1,16.a.1,0.03430060271180346
1.1.1,15.6.1,0.03394966447401455
1.1.1,8.6.1,0.03382398157305266
1.1.1,15.1.2,0.03328371850695815
1.1.1,17.1.2,0.03295505428496752
1.1.1,8.5.2,0.032554535657220975
1.1.1,15.2.1,0.032243475274584196
1.1.1,17.4.1,0.032156699022706695
1.1.1,13.1.2,0.0315428758066578
1.1.1,1.5.3,0.0315428758066578
1.1.1,16.9.1,0.031514992444598905
1.1.1,13.1.3,0.030975606252407632
1.1.1,11.b.2,0.030975606252407632
1.1.1,6.a.1,0.03094688121961335
1.1.1,8.b.1,0.03088379940877262
1.1.1,11.2.1,0.030596049862384164
1.1.1,11.b.1,0.030487545868212496
1.1.1,5.6.2,0.030460439842058172
1.1.1,5.3.1,0.030167443727428092
1.1.1,16.2.3,0.029786004552045324
1.1.1,6.3.2,0.029667992801284102
1.1.1,11.7.2,0.0293194321148839
1.1.1,15.3.1,0.029307940152837653
1.1.1,4.1.2,0.028799755765123936
1.1.1,5.2.2,0.02862477549622206
1.1.1,16.10.2,0.02856660679368829
1.1.1,16.6.1,0.028158365118756946
1.1.1,16.7.2,0.028040793414558646
1.1.1,3.7.1,0.027650696204532522
1.1.1,8.10.2,0.02701405039857099
1.1.1,4.2.1,0.02680257971905262
1.1.1,7.2.1,0.026450118935185164
1.1.1,4.3.1,0.02610243228589463
1.1.1,14.5.1,0.02588641524062412
1.1.1,10.7.3,0.025737444972802476
1.1.1,1.5.4,0.0256279225406688
1.1.1,3.9.2,0.02553870550990699
1.1.1,6.4.2,0.024953865853481524
1.1.1,9.5.1,0.024496298170115033
1.1.1,16.3.2,0.024383992353873275
1.1.1,8.2.1,0.024374187209167328
1.1.1,3.3.4,0.023782360430652887
1.1.1,16.2.1,0.02350600077363352
1.1.1,5.2.1,0.023504137369046187
1.1.1,15.4.1,0.023347218752674863
1.1.1,3.b.1,0.02289851561753487
1.1.1,7.3.1,0.02288185150656343
1.1.1,4.6.1,0.022787702568374965
1.1.1,5.3.2,0.022282494650671468
1.1.1,4.2.2,0.021970754654798905
1.1.1,4.5.1,0.02181891375562893
1.1.1,17.1.1,0.02124543597643715
1.1.1,10.1.1,0.020954995277216323
1.1.1,3.3.3,0.020800928843631526
1.1.1,1.4.2,0.02007139454654143
1.1.1,9.3.1,0.019808322819505536
1.1.1,16.6.2,0.019220235599195154
1.1.1,16.3.1,0.018945680030530997
1.1.1,16.4.1,0.018887381164392758
1.1.1,16.3.3,0.018609559996051187
1.1.1,12.4.1,0.017992181587573625
1.1.1,15.4.2,0.01789665300473886
1.1.1,4.c.1,0.017492470559382738
1.1.1,15.b.1,0.017135806337803795
1.1.1,15.a.1,0.017135806337803795
1.1.1,3.d.2,0.0169168449664055
1.1.1,2.5.1,0.016608246150133954
1.1.1,3.5.1,0.016550097387963633
1.1.1,11.5.2,0.016525582966712724
1.1.1,4.1.1,0.015978249264259396
1.1.1,1.5.2,0.015864432494130228
1.1.1,17.15.1,0.01579847462157556
1.1.1,9.2.2,0.015369602730324153
1.1.1,12.5.1,0.014751208471578686
1.1.1,14.4.1,0.01466076974670659
1.1.1,5.5.2,0.01428473585821274
1.1.1,5.5.1,0.014118573390833767
1.1.1,1.3.1,0.013773750883871064
1.1.1,12.4.2,0.013636414679498932
1.1.1,6.4.1,0.013204561584002301
1.1.1,14.2.1,0.013178769176083184
1.1.1,10.7.2,0.012908580355502451
1.1.1,9.3.2,0.012833148235734587
1.1.1,17.17.1,0.012582428965434841
1.1.1,17.5.1,0.012454175121952885
1.1.1,15.8.1,0.012151316113347707
1.1.1,9.b.1,0.011989301935121037
1.1.1,2.4.1,0.011707892251566947
1.1.1,17.18.3,0.01133101677735709
1.1.1,6.6.1,0.011097945931409206
1.1.1,8.3.1,0.011022088559566288
1.1.1,8.5.1,0.01094327565683735
1.1.1,14.1.1,0.010554643412248607
1.1.1,12.3.1,0.01050505858455322
1.1.1,5.6.1,0.010290622610647325
1.1.1,10.5.1,0.010210922208399548
1.1.1,2.3.2,0.009835048386473914
1.1.1,7.a.1,0.009732523192959076
1.1.1,17.16.1,0.00971968403254759
1.1.1,4.7.1,0.009442787978179951
1.1.1,17.14.1,0.009210267577664525
1.1.1,16.5.2,0.008784422795099927
1.1.1,3.4.1,0.008681918928866186
1.1.1,8.4.2,0.008645998131951972
1.1.1,12.2.2,0.00837140759293721
1.1.1,17.18.2,0.008172542527151012
1.1.1,12.6.1,0.007758099731795594
1.1.1,12.1.1,0.007273062359188521
1.1.1,2.a.1,0.007218834781433012
1.1.1,17.19.1,0.006986909519741639
1.1.1,12.b.1,0.005758874201808828
1.1.1,3.5.2,0.00564938742377974
1.1.1,2.b.1,0.005344616659625593
1.1.1,9.4.1,0.005058890471312224
1.1.1,5.1.1,0.004879316034903018
1.1.1,17.7.1,0.0041462231799662685
1.1.1,8.8.1,0.00394519732394018
1.1.1,6.5.2,0.003732240650075776
1.1.1,12.7.1,0.003500776481479705
1.1.1,9.1.2,0.0034344656683618015
1.1.1,14.3.1,0.0028420552821452304
1.1.1,13.a.1,0.0017618668720599455
1.1.1,2.2.1,0.0
1.1.1,15.5.1,0.0
1.1.1,14.b.1,0.0
1.1.1,15.7.1,0.0
1.1.1,8.4.1,0.0
1.1.1,15.c.1,0.0
1.1.1,17.9.1,0.0
1.1.1,17.3.1,0.0
1.1.1,3.d.1,0.0
1.1.1,13.b.1,0.0
1.1.1,3.7.2,0.0
1.1.1,2.2.2,0.0
1.1.1,13.2.2,0.0
1.1.1,13.2.1,0.0
1.1.1,3.b.2,0.0
1.1.1,2.a.2,0.0
1.1.1,8.10.1,0.0
1.1.1,8.a.1,0.0
1.1.1,12.2.1,0.0
1.1.1,4.b.1,0.0
1.1.1,10.b.1,0.0
1.1.1,17.11.1,0.0
1.1.1,17.12.1,0.0
1.1.1,3.3.5,0.0
1.1.1,9.a.1,0.0
1.1.1,10.4.1,0.0
1.1.1,9.5.2,0.0
1.2.1,9.1.1,0.1831310295551481
1.2.1,11.a.1,0.15016564100535293
1.2.1,1.b.1,0.14549517951716517
1.2.1,7.1.1,0.14083100419432726
1.2.1,1.a.1,0.1389054439304303
1.2.1,10.a.1,0.13626743716067558
1.2.1,1.2.2,0.13079329193000475
1.2.1,11.3.2,0.12248572506283077
1.2.1,3.3.2,0.11942334790588288
1.2.1,1.4.1,0.10914796463643045
1.2.1,16.4.2,0.10612333157489003
1.2.1,11.3.1,0.10185939761645596
1.2.1,15.9.1,0.08984185059625403
1.2.1,10.2.1,0.08356650651941427
1.2.1,11.7.1,0.06709795432489396
1.2.1,11.6.2,0.06439578547162575
1.2.1,11.1.1,0.06350030573971015
1.2.1,10.1.1,0.06239214266193166
1.2.1,16.7.2,0.060120115012488824
1.2.1,16.7.1,0.05853010742897666
1.2.1,16.6.2,0.05746912027079555
1.2.1,10.7.4,0.05746025996891775
1.2.1,8.5.2,0.052660627933738824
1.2.1,3.2.1,0.05219587131413818
1.2.1,3.4.2,0.04956636076232599
1.2.1,3.1.1,0.048602204203100616
1.2.1,8.3.1,0.048087533689147845
1.2.1,11.6.1,0.04788458113203876
1.2.1,16.1.2,0.04691507579567772
1.2.1,3.2.2,0.04423951196147432
1.2.1,16.1.1,0.04312025557444349
1.2.1,7.1.2,0.04215125503992672
1.2.1,16.a.1,0.041450690395784376
1.2.1,1.5.4,0.040208736403786534
1.2.1,8.2.1,0.039427992993798025
1.2.1,3.a.1,0.03890064852591904
1.2.1,3.9.3,0.038668486192667675
1.2.1,9.c.1,0.038512524204544804
1.2.1,8.1.1,0.03831715111990097
1.2.1,17.19.2,0.037356682076993476
1.2.1,3.6.1,0.036501362059959915
1.2.1,17.9.1,0.0355341188542081
1.2.1,3.3.1,0.03512404344123196
1.2.1,5.6.2,0.03430691184349317
1.2.1,5.1.1,0.03390720743547744
1.2.1,3.3.3,0.03343984250298487
1.2.1,17.18.3,0.03321335682302949
1.2.1,11.b.2,0.03317297938218485
1.2.1,13.1.3,0.03317297938218485
1.2.1,16.1.3,0.032768388022373716
1.2.1,3.9.1,0.032591052732514905
1.2.1,15.8.1,0.030500679205206674
1.2.1,8.6.1,0.029712325381021268
1.2.1,3.c.1,0.02961018311292392
1.2.1,1.4.2,0.029325250095347158
1.2.1,4.4.1,0.029296449061038992
1.2.1,2.5.2,0.029180453771397174
1.2.1,12.6.1,0.02847698219388241
1.2.1,8.10.2,0.027865065117568776
1.2.1,12.c.1,0.027812190119552854
1.2.1,12.5.1,0.02663814277622448
1.2.1,12.4.1,0.026357348095531866
1.2.1,3.b.1,0.02491946087249458
1.2.1,6.2.1,0.02428823800647296
1.2.1,16.3.2,0.024108490877194067
1.2.1,17.10.1,0.023737572307362974
1.2.1,6.1.1,0.02326418286869085
1.2.1,17.8.1,0.02317104953663023
1.2.1,8.8.2,0.02292700755502486
1.2.1,13.1.1,0.022850833502744267
1.2.1,11.5.1,0.022850833502744267
1.2.1,1.5.1,0.022850833502744267
1.2.1,16.1.4,0.02239840037604209
1.2.1,16.2.2,0.02213907902918232
1.2.1,7.2.1,0.021681028563047683
1.2.1,3.8.2,0.021587856430178673
1.2.1,4.2.2,0.0214379997509141
1.2.1,5.4.1,0.021258381696933466
1.2.1,5.c.1,0.021258381696933466
1.2.1,4.a.1,0.021258381696933466
1.2.1,16.8.1,0.021145317334544868
1.2.1,3.7.1,0.021120948502702387
1.2.1,16.5.1,0.021097258044481468
1.2.1,14.a.1,0.020499267506260875
1.2.1,3.4.1,0.019932001266464595
1.2.1,6.6.1,0.01988927414085423
1.2.1,3.5.1,0.01933096734676795
1.2.1,2.1.1,0.019172494361313266
1.2.1,5.5.2,0.019149669447595538
1.2.1,1.a.2,0.018971816745706353
1.2.1,4.1.2,0.018739664973020084
1.2.1,12.1.1,0.018617144196194552
1.2.1,15.3.1,0.018362999652137998
1.2.1,5.5.1,0.018178922659875144
1.2.1,17.3.2,0.01780760594229753
1.2.1,13.2.1,0.017746051838839514
1.2.1,2.b.1,0.01731062787800066
1.2.1,10.3.1,0.01728749319319805
1.2.1,16.b.1,0.01728749319319805
1.2.1,4.3.1,0.01698454806380554
1.2.1,8.4.2,0.016895372333022976
1.2.1,17.2.1,0.016861715878016267
1.2.1,14.c.1,0.016459988828791274
1.2.1,12.2.2,0.016358787739205533
1.2.1,3.9.2,0.016195534970638033
1.2.1,2.1.2,0.016131542656078534
1.2.1,17.18.2,0.01597018028414813
1.2.1,2.3.1,0.015703757923257525
1.2.1,6.4.1,0.015288524731483778
1.2.1,13.b.1,0.015167655653898934
1.2.1,2.a.1,0.015028456024824182
1.2.1,2.3.2,0.014870314902701093
1.2.1,13.2.2,0.014752308463499448
1.2.1,11.7.2,0.014752102692459631
1.2.1,17.7.1,0.014608147350298032
1.2.1,17.1.2,0.014383764585208885
1.2.1,3.b.3,0.013953582574108541
1.2.1,5.2.2,0.013792789149839045
1.2.1,3.d.1,0.013378373174990294
1.2.1,6.b.1,0.013311728862689123
1.2.1,2.2.3,0.01309972362773065
1.2.1,7.b.1,0.013032522889703605
1.2.1,12.a.1,0.013032522889703605
1.2.1,8.b.1,0.012776749710068383
1.2.1,2.5.1,0.01270842362279205
1.2.1,10.7.2,0.012612498179416192
1.2.1,14.5.1,0.012473315897489986
1.2.1,16.3.1,0.012327732893073024
1.2.1,16.3.3,0.012109023509276815
1.2.1,14.4.1,0.012016406646549075
1.2.1,16.10.1,0.011928958821544114
1.2.1,2.c.1,0.01154841456488226
1.2.1,4.c.1,0.011382146449665875
1.2.1,15.4.1,0.011249809296611377
1.2.1,3.d.2,0.011007593594070051
1.2.1,8.8.1,0.010886665257659729
1.2.1,14.1.1,0.010412110517277844
1.2.1,4.1.1,0.010396860324427727
1.2.1,15.1.2,0.010309432222908303
1.2.1,16.4.1,0.010300076481655094
1.2.1,5.a.1,0.010088321195181448
1.2.1,17.4.1,0.00996034469579325
1.2.1,8.7.1,0.009838300577128596
1.2.1,9.2.1,0.009757294317790459
1.2.1,15.2.1,0.009717992233329672
1.2.1,4.7.1,0.009226200163261254
1.2.1,15.6.1,0.009173228136879959
1.2.1,5.2.1,0.008992142189309925
1.2.1,15.1.1,0.008949281202252003
1.2.1,15.4.2,0.008848890662997433
1.2.1,3.8.1,0.008496926271779
1.2.1,4.b.1,0.00835958509843567
1.2.1,2.4.1,0.008204185408055462
1.2.1,12.3.1,0.008024275401277238
1.2.1,2.a.2,0.007774556471117232
1.2.1,10.5.1,0.007570529839155872
1.2.1,9.2.2,0.00741310226015244
1.2.1,9.a.1,0.007283703232931119
1.2.1,14.2.1,0.007161299158491536
1.2.1,3.1.2,0.006934105775472259
1.2.1,10.7.1,0.006835162691608533
1.2.1,3.b.2,0.006766425494145543
1.2.1,3.5.2,0.006026979319831006
1.2.1,14.3.1,0.005830300023628022
1.2.1,17.15.1,0.005723225565872568
1.2.1,17.13.1,0.005657333490239299
1.2.1,15.a.1,0.005655150649557597
1.2.1,15.b.1,0.005655150649557597
1.2.1,10.4.1,0.00561481273335396
1.2.1,9.5.1,0.005517638362024094
1.2.1,5.6.1,0.0052228077048652455
1.2.1,8.a.1,0.005039319071137273
1.2.1,13.3.1,0.0050254552684666646
1.2.1,12.8.1,0.0050254552684666646
1.2.1,11.2.1,0.005007680634005935
1.2.1,6.4.2,0.004796439348278237
1.2.1,6.3.2,0.0046606428488286805
1.2.1,16.10.2,0.004549682835703615
1.2.1,7.a.1,0.004225696568626464
1.2.1,10.b.1,0.0038607998546353692
1.2.1,9.3.1,0.003807402810960392
1.2.1,6.3.1,0.0037607703480990267
1.2.1,6.a.1,0.0037142823077292633
1.2.1,11.4.1,0.0034322445775807377
1.2.1,12.4.2,0.003217232825311395
1.2.1,5.3.2,0.002923751338072988
1.2.1,9.b.1,0.0027005154751022077
1.2.1,11.5.2,0.002656885771878613
1.2.1,12.2.1,0.0025951453735167987
1.2.1,8.4.1,0.0025951453735167987
1.2.1,10.c.1,0.001449184086621394
1.2.1,9.4.1,0.0012200078637282176
1.2.1,2.2.2,0.0
1.2.1,17.14.1,0.0
1.2.1,3.3.5,0.0
1.2.1,17.12.1,0.0
1.2.1,17.11.1,0.0
1.2.1,17.16.1,0.0
1.2.1,3.3.4,0.0
1.2.1,1.5.3,0.0
1.2.1,1.5.2,0.0
1.2.1,17.17.1,0.0
1.2.1,1.3.1,0.0
1.2.1,2.2.1,0.0
1.2.1,16.2.1,0.0
1.2.1,3.7.2,0.0
1.2.1,13.1.2,0.0
1.2.1,10.7.3,0.0
1.2.1,16.9.1,0.0
1.2.1,16.6.1,0.0
1.2.1,16.5.2,0.0
1.2.1,11.b.1,0.0
1.2.1,12.7.1,0.0
1.2.1,12.b.1,0.0
1.2.1,13.a.1,0.0
1.2.1,10.4.2,0.0
1.2.1,14.6.1,0.0
1.2.1,14.7.1,0.0
1.2.1,14.b.1,0.0
1.2.1,15.5.1,0.0
1.2.1,15.7.1,0.0
1.2.1,15.c.1,0.0
1.2.1,16.2.3,0.0
1.2.1,10.6.1,0.0
1.2.1,17.1.1,0.0
1.2.1,4.2.1,0.0
1.2.1,17.6.1,0.0
1.2.1,4.5.1,0.0
1.2.1,4.6.1,0.0
1.2.1,5.3.1,0.0
1.2.1,5.a.2,0.0
1.2.1,5.b.1,0.0
1.2.1,6.5.1,0.0
1.2.1,6.5.2,0.0
1.2.1,17.5.1,0.0
1.2.1,17.19.1,0.0
1.2.1,7.3.1,0.0
1.2.1,17.3.1,0.0
1.2.1,8.5.1,0.0
1.2.1,8.9.1,0.0
1.2.1,8.10.1,0.0
1.2.1,9.1.2,0.0
1.2.1,9.3.2,0.0
1.2.1,9.5.2,0.0
1.2.2,1.b.1,0.21223370343639336
1.2.2,17.10.1,0.1900138972666804
1.2.2,3.8.2,0.1727927088353809
1.2.2,10.1.1,0.12936649977935882
1.2.2,16.1.3,0.12932077008305018
1.2.2,2.2.2,0.12529111342425464
1.2.2,11.6.2,0.11888643567645138
1.2.2,10.7.4,0.1008588362345113
1.2.2,9.2.2,0.09252811382295972
1.2.2,10.4.1,0.09201524923595816
1.2.2,4.1.2,0.08952917701527247
1.2.2,8.7.1,0.08610964688033973
1.2.2,3.b.3,0.0858362173127615
1.2.2,11.6.1,0.08242592930919405
1.2.2,5.c.1,0.08231283565792898
1.2.2,5.4.1,0.08231283565792898
1.2.2,4.a.1,0.08231283565792898
1.2.2,16.1.1,0.08020020673064919
1.2.2,7.1.1,0.07868942409571983
1.2.2,3.3.1,0.0774888278659841
1.2.2,4.2.1,0.07528358163948583
1.2.2,17.12.1,0.07246579709652243
1.2.2,7.1.2,0.0719867644703602
1.2.2,7.2.1,0.07186839002615661
1.2.2,16.7.2,0.07137968105994748
1.2.2,6.2.1,0.06934505724945564
1.2.2,13.1.1,0.06849608164907026
1.2.2,1.5.1,0.06849608164907026
1.2.2,11.5.1,0.06849608164907026
1.2.2,16.1.2,0.06729653586076913
1.2.2,8.3.1,0.06635520011158952
1.2.2,1.4.1,0.06504731226588667
1.2.2,5.5.2,0.0640469159932687
1.2.2,2.a.2,0.06399248173411887
1.2.2,10.2.1,0.06387033631805723
1.2.2,15.c.1,0.06238992304664779
1.2.2,15.7.1,0.06238992304664779
1.2.2,16.5.1,0.06187632524797025
1.2.2,3.9.1,0.06129721363164783
1.2.2,9.a.1,0.059952261948533585
1.2.2,10.c.1,0.059794694405473844
1.2.2,2.2.1,0.058596372737888175
1.2.2,2.a.1,0.05795871687901047
1.2.2,17.9.1,0.057900054856680434
1.2.2,9.1.1,0.05691619193130505
1.2.2,3.7.1,0.05691442119047406
1.2.2,2.5.2,0.055922839091157875
1.2.2,1.a.1,0.05498007865085417
1.2.2,3.8.1,0.054737717286597695
1.2.2,4.2.2,0.053966807151423865
1.2.2,16.3.2,0.0533007914603134
1.2.2,10.5.1,0.05235384761154877
1.2.2,3.3.2,0.05233029151028316
1.2.2,16.7.1,0.052188203491912305
1.2.2,17.11.1,0.050934851333526654
1.2.2,7.3.1,0.050922429439550186
1.2.2,17.19.2,0.050677172771394254
1.2.2,8.a.1,0.0504532488640924
1.2.2,11.4.1,0.049494118456476506
1.2.2,6.4.2,0.049076992661028114
1.2.2,10.b.1,0.0455297254776712
1.2.2,16.9.1,0.04391185159105686
1.2.2,6.a.1,0.04380187012658701
1.2.2,15.6.1,0.043003005670414034
1.2.2,3.a.1,0.042350003480122064
1.2.2,1.a.2,0.04194426159385836
1.2.2,15.1.1,0.04178603417499028
1.2.2,4.b.1,0.03903262180699728
1.2.2,4.1.1,0.03868674401385239
1.2.2,5.a.1,0.038501713974438856
1.2.2,11.7.2,0.03625877030903159
1.2.2,9.3.1,0.0361166613322092
1.2.2,14.3.1,0.03581552315243881
1.2.2,16.10.1,0.03499731240209958
1.2.2,17.14.1,0.03473934666101903
1.2.2,11.3.1,0.0332459409857184
1.2.2,16.2.1,0.03275241202375606
1.2.2,11.a.1,0.03273528293384213
1.2.2,3.5.1,0.032466017336144265
1.2.2,3.3.3,0.03209556713402484
1.2.2,9.c.1,0.03188869299341726
1.2.2,4.4.1,0.03171794972263048
1.2.2,4.7.1,0.031676233581056146
1.2.2,3.b.2,0.031593832012982416
1.2.2,2.4.1,0.031156777020270882
1.2.2,11.2.1,0.031155053971422757
1.2.2,16.10.2,0.030833415031910304
1.2.2,2.c.1,0.030331097329960963
1.2.2,5.3.1,0.029780503317265908
1.2.2,1.4.2,0.029237251981162532
1.2.2,15.3.1,0.028647053584631776
1.2.2,16.1.4,0.027888729904338067
1.2.2,8.10.2,0.02788797533547052
1.2.2,17.2.1,0.027474841245410095
1.2.2,4.3.1,0.027360666875431757
1.2.2,3.3.5,0.027359469928633515
1.2.2,13.3.1,0.026559018494201166
1.2.2,12.8.1,0.026559018494201166
1.2.2,3.d.2,0.02632753625903996
1.2.2,9.5.2,0.026318919535690415
1.2.2,12.a.1,0.02630694991700234
1.2.2,7.b.1,0.02630694991700234
1.2.2,16.6.2,0.026104984059530847
1.2.2,11.3.2,0.0259012328362882
1.2.2,6.1.1,0.02578480581970906
1.2.2,9.5.1,0.02576298810487236
1.2.2,14.1.1,0.02547051682833119
1.2.2,5.b.1,0.024559511871020956
1.2.2,15.2.1,0.024173989076324863
1.2.2,6.5.2,0.023546694888148652
1.2.2,3.b.1,0.023134218689138328
1.2.2,3.4.2,0.023119734072542236
1.2.2,16.3.1,0.022916858229814083
1.2.2,8.5.1,0.02252438723135802
1.2.2,15.a.1,0.022328404439561387
1.2.2,15.b.1,0.022328404439561387
1.2.2,5.3.2,0.0221537400655232
1.2.2,7.a.1,0.022082671162811835
1.2.2,15.4.2,0.02203657915369356
1.2.2,10.a.1,0.020758483172971434
1.2.2,2.1.1,0.02071462569099666
1.2.2,3.5.2,0.020037651823548854
1.2.2,5.6.2,0.020022499153709777
1.2.2,8.5.2,0.019781422500202518
1.2.2,16.2.3,0.019602637761532506
1.2.2,3.c.1,0.019333525430982056
1.2.2,6.6.1,0.018161420420387635
1.2.2,16.4.1,0.01811411780927932
1.2.2,5.2.2,0.018113894600603343
1.2.2,3.9.3,0.01803652929148989
1.2.2,1.3.1,0.017910944037149625
1.2.2,2.1.2,0.017429076344561974
1.2.2,2.2.3,0.01720370046347843
1.2.2,3.6.1,0.017025695877864042
1.2.2,3.7.2,0.01699703298540964
1.2.2,17.8.1,0.016710854698717532
1.2.2,6.5.1,0.016652087305900377
1.2.2,17.3.2,0.016629474784910246
1.2.2,16.2.2,0.016569918237394298
1.2.2,17.7.1,0.016368203384691977
1.2.2,14.a.1,0.016140244513899865
1.2.2,9.1.2,0.016100266728314157
1.2.2,8.1.1,0.016093739365853184
1.2.2,14.2.1,0.016075991183655696
1.2.2,11.7.1,0.01601025673330647
1.2.2,6.3.2,0.01580619995425018
1.2.2,5.1.1,0.015294532176189982
1.2.2,3.2.2,0.015231772322506148
1.2.2,4.6.1,0.01499694522925616
1.2.2,16.5.2,0.0148142716798349
1.2.2,8.2.1,0.014810719475785954
1.2.2,6.4.1,0.014551923817464377
1.2.2,3.4.1,0.014523698583104129
1.2.2,12.1.1,0.014179241017572659
1.2.2,17.18.2,0.014039933989757603
1.2.2,11.1.1,0.013817044238091297
1.2.2,15.9.1,0.01368195390840653
1.2.2,9.b.1,0.012609262060545695
1.2.2,10.3.1,0.012512758958848015
1.2.2,16.b.1,0.012512758958848015
1.2.2,11.5.2,0.01240554600461407
1.2.2,12.4.1,0.01235383632355919
1.2.2,14.c.1,0.012287571622293639
1.2.2,17.13.1,0.012216699004137348
1.2.2,9.2.1,0.012149016950203985
1.2.2,8.4.1,0.01211726738897787
1.2.2,12.2.1,0.01211726738897787
1.2.2,5.2.1,0.011809265992636401
1.2.2,2.5.1,0.011803620443741529
1.2.2,14.5.1,0.011648095362939504
1.2.2,12.5.1,0.011545738229554197
1.2.2,10.7.2,0.01133712971879683
1.2.2,16.3.3,0.011307904148929291
1.2.2,3.3.4,0.011294313893934448
1.2.2,3.2.1,0.01104062900609499
1.2.2,12.3.1,0.011011185428992612
1.2.2,12.c.1,0.010666598344267942
1.2.2,4.c.1,0.01062911645710269
1.2.2,12.b.1,0.010593011203480886
1.2.2,15.4.1,0.01050553458107974
1.2.2,17.1.2,0.010070225394420172
1.2.2,2.b.1,0.009720359535069872
1.2.2,5.5.1,0.00965105473787868
1.2.2,15.1.2,0.009627371795687636
1.2.2,17.4.1,0.0093013795062863
1.2.2,15.8.1,0.009214232820178254
1.2.2,17.16.1,0.008939309858403537
1.2.2,10.7.1,0.008715132801814608
1.2.2,8.6.1,0.007586952172589366
1.2.2,3.9.2,0.007554245579560648
1.2.2,5.a.2,0.006726298916088682
1.2.2,12.7.1,0.006439412147177851
1.2.2,17.1.1,0.006175036838079591
1.2.2,15.5.1,0.006084589805242454
