UniqueID,IT_MOB_2GNTWK                         ,IT_MOB_3GNTWK                         ,IT_MOB_4GNTWK                         
IT_MOB_2GNTWK                         ,1.0,0.94566958020068,0.9887786128427423
IT_MOB_3GNTWK                         ,0.94566958020068,1.0,0.9823618250007105
IT_MOB_4GNTWK                         ,0.9887786128427423,0.9823618250007105,1.0
