UniqueID,EN_MAT_DOMCMPC             ALP            ,EN_MAT_DOMCMPC             BIM            ,EN_MAT_DOMCMPC             COL            ,EN_MAT_DOMCMPC             CPR            ,EN_MAT_DOMCMPC             CRO            ,EN_MAT_DOMCMPC             FEO            ,EN_MAT_DOMCMPC             FOF            ,EN_MAT_DOMCMPC             GAS            ,EN_MAT_DOMCMPC             GBO            ,EN_MAT_DOMCMPC             MEO            ,EN_MAT_DOMCMPC             NFO            ,EN_MAT_DOMCMPC             NMA            ,EN_MAT_DOMCMPC             NMC            ,EN_MAT_DOMCMPC             NMM            ,EN_MAT_DOMCMPC             PET            ,EN_MAT_DOMCMPC             WCH            ,EN_MAT_DOMCMPC             WOD            ,EN_MAT_DOMCMPG             ALP            ,EN_MAT_DOMCMPG             BIM            ,EN_MAT_DOMCMPG             COL            ,EN_MAT_DOMCMPG             CPR            ,EN_MAT_DOMCMPG             CRO            ,EN_MAT_DOMCMPG             FEO            ,EN_MAT_DOMCMPG             FOF            ,EN_MAT_DOMCMPG             GAS            ,EN_MAT_DOMCMPG             GBO            ,EN_MAT_DOMCMPG             MEO            ,EN_MAT_DOMCMPG             NFO            ,EN_MAT_DOMCMPG             NMA            ,EN_MAT_DOMCMPG             NMC            ,EN_MAT_DOMCMPG             NMM            ,EN_MAT_DOMCMPG             PET            ,EN_MAT_DOMCMPG             WCH            ,EN_MAT_DOMCMPG             WOD            ,EN_MAT_DOMCMPT             ALP            ,EN_MAT_DOMCMPT             BIM            ,EN_MAT_DOMCMPT             COL            ,EN_MAT_DOMCMPT             CPR            ,EN_MAT_DOMCMPT             CRO            ,EN_MAT_DOMCMPT             FEO            ,EN_MAT_DOMCMPT             FOF            ,EN_MAT_DOMCMPT             GAS            ,EN_MAT_DOMCMPT             GBO            ,EN_MAT_DOMCMPT             MEO            ,EN_MAT_DOMCMPT             NFO            ,EN_MAT_DOMCMPT             NMA            ,EN_MAT_DOMCMPT             NMC            ,EN_MAT_DOMCMPT             NMM            ,EN_MAT_DOMCMPT             PET            ,EN_MAT_DOMCMPT             WCH            ,EN_MAT_DOMCMPT             WOD            
EN_MAT_DOMCMPC             ALP            ,1.0,-0.5228654446147855,-0.6824430407714143,-0.5669255053336834,-0.5231709977377277,-0.4776536427210367,-0.660823059471296,0.405146192404602,-0.33965215778991603,0.9770735736649717,0.9765538360861326,-0.6246979395403304,-0.4611608088528452,-0.4959572642065131,0.08159390545491911,-0.8858595543150213,0.7259002326579047,0.9253625708093995,0.6927188380846381,-0.7078472854322194,0.7021941391793988,0.7087540801024266,0.5874871951849246,-0.6239513440152755,0.6326691113118863,0.4873846229308812,0.948754228767409,0.9490514147124357,-0.04108513941504793,0.710057896488848,0.6788790835161779,0.7655185096336532,-0.23660612137509782,0.7032892868880216,0.9682739346717961,-0.5789127425916625,-0.6747250651250892,-0.5920348738085986,-0.5723022811865379,-0.551739399124245,-0.6553879187740068,-0.09789930942674412,-0.6344568366084954,0.9852222354640325,0.9845246267356424,-0.6625015926236503,-0.5482719631617038,-0.5669207521262292,-0.39243463252701477,-0.8327202309548576,0.7475801758882682
EN_MAT_DOMCMPC             BIM            ,-0.5228654446147855,1.0,0.9375135061630949,0.9932364803092367,0.9990854192509191,0.9514890527945087,0.9451351022017886,-0.7586986231067514,0.29251542490703225,-0.6908213929381568,-0.6926318400831903,0.8127162236929304,0.9929795185146386,0.988831337425482,0.7683722767713129,0.7872273506421299,-0.8967507047449786,-0.7871793311154327,-0.8862136102331499,0.8885404884156163,-0.8788088951218854,-0.8743578659081279,-0.6459532289688574,0.7537541575294808,-0.9683163669089859,-0.7844020163697871,-0.7582779857718834,-0.7580121345884769,-0.10183965629874349,-0.8588123636528371,-0.833448381134745,-0.9137568454098843,-0.7031551906670152,-0.9206899100015227,-0.3036976495496871,0.9929410210260774,0.9458333444474195,0.9859322505742514,0.9917586847599903,0.9912377456756889,0.9551234955440238,-0.07628614414868118,0.7784997636870093,-0.658423124952239,-0.6614761308217612,0.8980552622074467,0.9966196490095822,0.9977293866775988,0.959743975458362,0.856120078791459,-0.8576516427092805
EN_MAT_DOMCMPC             COL            ,-0.6824430407714143,0.9375135061630949,1.0,0.9511907057303834,0.9377280569791143,0.8542618093758383,0.9990993773429171,-0.8271909719153874,0.23500312865673034,-0.8178841353462949,-0.8190612354915611,0.7637539777200952,0.9203493585938779,0.9180615214455898,0.6614312671268874,0.8927679779685241,-0.9215473253423917,-0.8849423190631226,-0.9222941638261379,0.9903897360310328,-0.9185692459180351,-0.9190079575653346,-0.7357884159265182,0.9104762645347348,-0.9944597003899996,-0.8131041379547643,-0.8685385809898447,-0.8682441808230272,-0.16005605443584314,-0.9016237008656091,-0.8792267291246741,-0.940128968592127,-0.4848161307809306,-0.9426687205943807,-0.49209426310441884,0.9549376141584387,0.9995799846566793,0.955555826809236,0.9517880676104271,0.9229985253388843,0.9966303369531051,-0.16743502436404364,0.7361658406783521,-0.7924936072774246,-0.7946414515702809,0.8563240699804865,0.9526100313345595,0.9534486610543406,0.9128009574297998,0.9311030691175883,-0.8878436339017279
EN_MAT_DOMCMPC             CPR            ,-0.5669255053336834,0.9932364803092367,0.9511907057303834,1.0,0.9966424377365948,0.9127962755253934,0.9597476544464149,-0.7181730903765762,0.20838054702342207,-0.7270483098640949,-0.7286395802692324,0.7662213590425406,0.9761378480135728,0.9672017649950208,0.7527558820787967,0.8397433928659106,-0.9402233831633082,-0.8287954035445123,-0.9336105928954727,0.9008312378494737,-0.9277199750801719,-0.9240888511128128,-0.7295181235865209,0.753352508443939,-0.9763506710186833,-0.84641579973667,-0.7962120019611857,-0.7957809984756951,-0.19535964859609023,-0.9116766493117959,-0.8917327848318153,-0.9491575131525809,-0.6573872475148725,-0.9585993960344115,-0.346819502826227,0.9998661775580024,0.9595512299690759,0.9986263237399625,0.9999241212793755,0.9741206777643532,0.9706782741461693,0.002209603918256761,0.73051515355806,-0.694105624124707,-0.6969236292183544,0.8664026074102822,0.9978680743604975,0.9954693017344789,0.969435129016261,0.9008769513183668,-0.908681914524048
EN_MAT_DOMCMPC             CRO            ,-0.5231709977377277,0.9990854192509191,0.9377280569791143,0.9966424377365948,1.0,0.93821232025355,0.9465182516226254,-0.7385220702096914,0.25433283966122,-0.690850939770451,-0.6926143217687111,0.7903561556241337,0.9890973528626934,0.9821163331884614,0.7740722618883958,0.7976928700563293,-0.9100174716811799,-0.7924279754661334,-0.9013216789394282,0.8858819797945667,-0.8942053008517448,-0.8897822492337506,-0.6746401836706167,0.7439751791110519,-0.9685175625784594,-0.8089503081637411,-0.7607905068996015,-0.7604456348989729,-0.14234394521891744,-0.8754877456586927,-0.8527181137706489,-0.9228843279740709,-0.7017280124043364,-0.9322777675658793,-0.3011042359261783,0.996056038783663,0.9465834075219968,0.9909920106399294,0.9955913333500349,0.9853891167020064,0.9575340072147037,-0.04156952948576462,0.7547577827817143,-0.6575169393344189,-0.6605403919198433,0.8820349028305845,0.9980701579050251,0.9973260531782816,0.9675001826837492,0.8658836182282242,-0.8732505293320741
EN_MAT_DOMCMPC             FEO            ,-0.4776536427210367,0.9514890527945087,0.8542618093758383,0.9127962755253934,0.93821232025355,1.0,0.8547609844028066,-0.806825408056241,0.5585302235381864,-0.6377301182076144,-0.6398324183029803,0.9313533352065981,0.9639346992761632,0.9810588191877347,0.672271044630431,0.6544946197743254,-0.7502353576855718,-0.6950310930542482,-0.7218147347460692,0.817175095363859,-0.7127512262821042,-0.7073218679481003,-0.39193196192959745,0.7178871059206502,-0.8912930665599739,-0.5562396445766504,-0.6847908332097952,-0.6851133578754915,0.20323240150588587,-0.6861207885204696,-0.6430519862174777,-0.7950908548250452,-0.6919883344438839,-0.7816138335622278,-0.29048959616830056,0.913878526573363,0.8607584697188654,0.8930343637304013,0.908321597030885,0.9808654390361361,0.8610851209875615,-0.25335915069784276,0.908641756411413,-0.6133980377547957,-0.6165668328628999,0.9648639120493797,0.928001573024876,0.942810009853584,0.8424026549111534,0.7270810704038064,-0.7001568892297602
EN_MAT_DOMCMPC             FOF            ,-0.660823059471296,0.9451351022017886,0.9990993773429171,0.9597476544464149,0.9465182516226254,0.8547609844028066,1.0,-0.8166007330340924,0.20741733299187878,-0.8012519063272835,-0.8024685624853511,0.7496065485366362,0.9278575867726925,0.9225244723502745,0.6871489131555716,0.8884460462862679,-0.928250635123265,-0.8761796039259888,-0.930670341697337,0.9847215773897504,-0.926607995453456,-0.9266485698811421,-0.7496836397132753,0.8980842319043715,-0.9966209233935347,-0.8317448640667964,-0.8563032624193252,-0.8559421934348241,-0.18910453056919285,-0.9097905738719838,-0.8894077119343307,-0.9432360126094944,-0.5117601743587895,-0.9494949075746743,-0.4639234045659006,0.9628392874687537,0.9996738631959532,0.9640283995177286,0.9603890115141461,0.9264341098174821,0.998923569416437,-0.1462355858313731,0.7198893743649655,-0.7741080109884415,-0.776346503081219,0.8469993813001409,0.9605064888940041,0.9595934601227789,0.9287360248474045,0.9301537450075222,-0.8944918637511513
EN_MAT_DOMCMPC             GAS            ,0.405146192404602,-0.7586986231067514,-0.8271909719153874,-0.7181730903765762,-0.7385220702096914,-0.806825408056241,-0.8166007330340924,1.0,-0.5063594354952426,0.5441472817919477,0.5457749451726949,-0.7801384996334995,-0.7947685433058543,-0.8107043986559568,-0.6191244253112541,-0.5315461588727955,0.5471443190056864,0.5603348249362985,0.5490041012795068,-0.8649753014868953,0.5399024720136878,0.5404513688352056,0.27230037897599746,-0.9337331768819191,0.8188971129929039,0.4072955162309542,0.5719950083900203,0.572432634285113,-0.23421761931816082,0.5052151021910427,0.4667581216896866,0.5985291894203517,0.5024273604716711,0.5975612389049801,0.26452184422462216,-0.7230151652721872,-0.818115583161392,-0.7006490272712231,-0.7129318386439463,-0.7830062376456544,-0.7961327402867479,0.6860553671398428,-0.7661212260621649,0.5283582521731532,0.5307379395701808,-0.7962162468377966,-0.7492352688383063,-0.7630349883703845,-0.7001333280550343,-0.5843358040459036,0.4776520858831235
EN_MAT_DOMCMPC             GBO            ,-0.33965215778991603,0.29251542490703225,0.23500312865673034,0.20838054702342207,0.25433283966122,0.5585302235381864,0.20741733299187878,-0.5063594354952426,1.0,-0.3530328790338162,-0.35421261106319607,0.7856208807446442,0.33043433580563514,0.40556868909236965,-0.11032845600302542,0.1050096394119922,-0.033959905531872184,-0.24078637478202758,0.032359631449359674,0.27131244782472713,0.03624948583939125,0.03783072835027029,0.40293795901301865,0.32519699647555145,-0.2425201279425581,0.32184295502215315,-0.2988751459647432,-0.30069700359262425,0.9145088303744555,0.059794834123191636,0.13079717053704507,-0.13708563721834213,-0.06784685410880736,-0.05688223307459775,-0.3687055802630268,0.21678895448717203,0.22808507187559948,0.17713938591749098,0.20062921608394144,0.415327831381694,0.1953589663918358,-0.556068792882349,0.8149870069519835,-0.3719037632799858,-0.37281097111653605,0.6633538703767147,0.2399830354416918,0.28812721390360907,0.031808231038967315,0.11601302714552043,0.0042542475063900576
EN_MAT_DOMCMPC             MEO            ,0.9770735736649717,-0.6908213929381568,-0.8178841353462949,-0.7270483098640949,-0.690850939770451,-0.6377301182076144,-0.8012519063272835,0.5441472817919477,-0.3530328790338162,1.0,0.9999962669003104,-0.726550383693198,-0.6375707497797679,-0.6653132296786047,-0.12795848598609863,-0.9483023200035283,0.8379781953232914,0.9801377895376151,0.8090086694213268,-0.8298247022488188,0.8151496952010303,0.8198483315387781,0.6631111944967933,-0.7309280270488829,0.7815479101962731,0.6120434206548729,0.9930082849065652,0.9931817316272505,-0.0023660118317815897,0.8164092060329837,0.7842098177711172,0.8754043992741126,-0.027902663426867116,0.8256618122982085,0.8953614816283296,-0.737233452663113,-0.8128490735758638,-0.7468080896927001,-0.7312529630106033,-0.71179852722636,-0.7981239229051161,-0.04850431488860706,-0.7261289225877016,0.9987623833992039,0.9989171766198452,-0.7808946074420366,-0.7126352605906217,-0.7282851293580893,-0.5742273567944939,-0.9200756247441357,0.8456949253964867
