UniqueID,SL_TLF_NEET BOTHSEX                 15-24       ,SL_TLF_NEET FEMALE                 15-24       ,SL_TLF_NEET MALE                 15-24       
SL_TLF_NEET BOTHSEX                 15-24       ,1.0,0.9572917068154276,0.42857721140297256
SL_TLF_NEET FEMALE                 15-24       ,0.9572917068154276,1.0,0.15034193924130182
SL_TLF_NEET MALE                 15-24       ,0.42857721140297256,0.15034193924130182,1.0
