UniqueID,SL_ISV_IFEM BOTHSEX                    ISIC4_A    ,SL_ISV_IFEM BOTHSEX                    NONAGR    ,SL_ISV_IFEM BOTHSEX                    TOTAL    
SL_ISV_IFEM BOTHSEX                    ISIC4_A    ,1.0,0.9703176264408877,0.9781438169272367
SL_ISV_IFEM BOTHSEX                    NONAGR    ,0.9703176264408877,1.0,0.9986474256118795
SL_ISV_IFEM BOTHSEX                    TOTAL    ,0.9781438169272367,0.9986474256118795,1.0
