UniqueID,SH_ACS_DTP3                         ,SH_ACS_HPV                         ,SH_ACS_MCV2                         ,SH_ACS_PCV3                         
SH_ACS_DTP3                         ,1.0,,0.270839316910242,-0.18620973068096466
SH_ACS_HPV                         ,,1.0,-0.8660254037844386,-0.5
SH_ACS_MCV2                         ,0.270839316910242,-0.8660254037844386,1.0,0.25777666521297316
SH_ACS_PCV3                         ,-0.18620973068096466,-0.5,0.25777666521297316,1.0
