UniqueID,SG_SCP_CNTRY                         ,SG_SCP_OTHER                         ,SG_SCP_POLINS       POLICY_MACRO                  ,SG_SCP_POLINS       POLICY_VOLSRG                  ,SG_SCP_TOTLN                         
SG_SCP_CNTRY                         ,,,,,
SG_SCP_OTHER                         ,,,,,
SG_SCP_POLINS       POLICY_MACRO                  ,,,,,
SG_SCP_POLINS       POLICY_VOLSRG                  ,,,,,
SG_SCP_TOTLN                         ,,,,,
