,Year,GR_G14_GDP_new,GR_G14_XDC_new
0,2012.0,17.0833389190634,1471850000.0
1,2013.0,16.8520575973478,1608720000.0
2,2014.0,16.7663930350318,1772158333.24259
3,2015.0,15.1136995349544,1742055306.7909
4,2016.0,14.4527857965904,1792395255.1797
5,2017.0,14.315428822721,1945441825.21534
6,2018.0,14.774454549479596,2192279588.4777107
7,2019.0,14.268394152099097,2259249454.13228
8,2020.0,13.411902891086584,2330150035.323822
9,2021.0,12.95825485557009,2437290327.5336304
