,Year,SL_ISV_IFEM_new
0,2012.0,90.25
1,2013.0,88.90000000000009
2,2014.0,87.55000000000018
3,2015.0,86.19999999999982
4,2016.0,84.3
5,2017.0,84.2
6,2018.0,82.4
7,2019.0,80.4
8,2020.0,79.44999999999982
9,2021.0,78.09999999999991
