,Year,GB_POP_SCIERD_new
0,2012.0,110.5577166666626
1,2013.0,129.11679666666896
2,2014.0,147.67587666666805
3,2015.0,166.23495666666713
4,2016.0,178.87538999999995
5,2017.0,215.19041
6,2018.0,215.99355
7,2019.0,240.47127666666347
8,2020.0,259.03035666666256
9,2021.0,277.5894366666689
