,Year,EG_ACS_ELEC_new
0,2012.0,96.0
1,2013.0,96.0
2,2014.0,97.0
3,2015.0,98.0
4,2016.0,98.0
5,2017.0,98.0
6,2018.0,99.0
7,2019.0,99.0
8,2020.0,99.71428571428567
9,2021.0,100.17857142857133
