,Year,VC_HTF_DETV_new
0,2012.0,292.0
1,2013.0,158.0
2,2014.0,605.0
3,2015.0,441.0
4,2016.0,597.5
5,2017.0,686.8999999999942
6,2018.0,776.2999999999884
7,2019.0,865.6999999999825
8,2020.0,955.0999999999767
9,2021.0,1044.5
