,Year,AG_LND_TOTL_new,AG_LND_FRSTN_new,AG_LND_FRST_new
0,2012.0,187751.9,97308.00676190504,51.82797038095248
1,2013.0,187751.9,96660.05704761925,51.48286152380956
2,2014.0,187751.9,96012.10733333346,51.137752666666756
3,2015.0,187751.9,95027.9,50.61355
4,2016.0,187751.9,95271.8,50.74345
5,2017.0,187751.9,93949.8,50.03933
6,2018.0,187751.9,93344.27,49.71682
7,2019.0,187751.9,92738.73,49.3943
8,2020.0,187751.9,92133.2,49.07178
9,2021.0,187751.9,91476.45933333365,48.721990666666784
