,Year,SH_ACS_DTP3_new,SH_ACS_MCV2_new,SH_ACS_PCV3_new,SH_ACS_HPV_new
0,2012.0,87.0,78.0,0.0,8.833333333333485
1,2013.0,92.0,76.0,0.0,7.583333333333485
2,2014.0,88.0,28.0,0.0,6.333333333333485
3,2015.0,84.0,31.0,0.0,5.083333333333485
4,2016.0,84.0,55.0,0.0,3.833333333333485
5,2017.0,85.0,63.0,0.0,3.0
6,2018.0,85.0,67.0,0.0,0.5
7,2019.0,85.0,71.0,3.0,0.5
8,2020.0,83.14285714285711,60.5,1.5,0.0
9,2021.0,82.45238095238096,60.91666666666663,1.75,0.0
