,Year,SM_DTH_MIGR_new
0,2012.0,9.714285714285552
1,2013.0,10.428571428571331
2,2014.0,0.0
3,2015.0,3.0
4,2016.0,60.0
5,2017.0,0.0
6,2018.0,0.0
7,2019.0,4.0
8,2020.0,26.0
9,2021.0,16.14285714285711
